regions(hg38),enhancer_activity_REF_1,enhancer_activity_REF_2,enhancer_activity_REF_3,enhancer_activity_REF_4,enhancer_activity_ALT_1,enhancer_activity_ALT_2,enhancer_activity_ALT_3,enhancer_activity_ALT_4,REF,ALT,Coding,Active_REF,Active_ALT,qvalue,pvalue,fold,"final_sig(1 DA enhancer; 2 IA enhancer, 0=no change)"
chr12:131700905-131701076,-0.123118,0.02976885,0.04186433,0.06861472,0.06639236,-0.0391102,0.10202067,0.13268671,0.0654974,0.00428248,FALSE,0,0,0.4360723,0.32627499,-0.0612149,0
chr12:131722436-131722607,0.02009324,-0.1743794,0.01605088,-0.2758797,-0.2783748,-0.6321934,-0.3356156,-0.5477241,-0.448477,-0.1035287,FALSE,0,0,0.05319861,0.02194428,0.34494825,0
chr12:131941601-131941772,-0.3984809,-0.2854862,-0.8479604,-0.4288482,0.09546653,-0.0358874,-0.1787946,0.02351291,-0.0239256,-0.4901939,FALSE,0,0,0.05719759,0.02405543,-0.4662683,0
chr12:132429018-132429189,0.09197869,-0.1532243,-0.0266746,0.05601728,-0.1118371,-0.0054522,-0.0227835,-0.0383387,-0.0446029,-0.0079757,FALSE,0,0,0.66491009,0.56924399,0.03662714,0
chr12:132524452-132524623,-0.4227383,-0.1862636,0.05677992,0.04770669,-0.2402977,-0.0987489,-0.1649578,-0.0574093,-0.1403534,-0.1261288,FALSE,0,0,0.93524119,0.91216745,0.01422461,0
chr12:132758854-132759025,-0.0388067,-0.0440525,-0.1877354,0.05301893,0.16116172,-0.2078193,0.11420277,-0.0718444,-0.0010748,-0.0543939,FALSE,0,0,0.70451014,0.61321784,-0.0533191,0
chr12:132948434-132948605,-0.0601912,-0.1533963,-0.1988333,-0.2454032,0.53859401,0.35110637,0.38563277,0.47998237,0.43882888,-0.164456,FALSE,1,0,0.00093908,5.02E-05,-0.6032849,1
chr12:14099462-14099633,-0.1979333,-0.0729316,-0.5304054,-0.2045048,0.15013304,-0.1921246,0.03473899,-0.1411749,-0.0371069,-0.2514438,FALSE,0,0,0.22663507,0.14140523,-0.2143369,0
chr12:14358593-14358764,0.0752796,-0.0334962,-0.238782,0.31001232,-0.8574404,-0.9475185,-0.7130478,-0.5874012,-0.776352,0.02825344,FALSE,0,0,0.00829719,0.00173711,0.80460542,0
chr12:1440324-1440495,-0.5810821,-0.3265851,-0.6083824,-0.5151782,-0.2379775,-0.2115236,-0.2166724,-0.1453699,-0.2028858,-0.5078069,FALSE,0,0,0.03605962,0.01308689,-0.3049211,0
chr1:21598766-21598936,-0.4691055,-0.4431961,-0.2594701,-0.2894855,-0.3273726,-0.00627,-0.3142535,-0.2245118,-0.218102,-0.3653143,FALSE,0,0,0.25349992,0.16290161,-0.1472123,0
chr12:16353139-16353310,0.11253737,0.19187883,0.16281502,0.16760186,0.09782503,0.14682121,0.34702791,0.08150847,0.16829565,0.15870827,FALSE,1,1,0.91852249,0.88823687,-0.0095874,0
chr12:16358057-16358228,-0.8511856,-0.8187881,-0.9403034,-0.8278688,-0.1237074,-0.0697628,0.03899938,-0.1814415,-0.0839781,-0.8595365,FALSE,0,0,0.00080737,3.72E-05,-0.7755584,0
chr1:21668346-21668517,-0.3645138,-0.6232216,-0.3929508,-0.1948134,-0.1549579,-0.1712989,-0.3549813,-0.0760801,-0.1893296,-0.3938749,FALSE,0,0,0.18458043,0.10890969,-0.2045453,0
chr12:1743101-1743272,-0.4164886,-0.7445387,-0.3519309,-0.2798062,0.26936588,0.21629699,0.42808333,0.19896158,0.27817694,-0.4481911,FALSE,1,0,0.00994435,0.00223329,-0.726368,1
chr12:17452428-17452599,0.39621207,0.1935614,-0.024666,0.16827254,-0.2935678,-0.0991984,-0.2541196,-0.1374594,-0.1960863,0.183345,FALSE,0,1,0.03712499,0.01363618,0.37943128,0
chr1:21926348-21926519,-0.6685369,-0.2357776,-0.1373849,-0.0543711,-0.2095309,-0.5924655,-0.337754,-0.3209222,-0.3651682,-0.2740176,FALSE,0,0,0.68640268,0.59144266,0.09115052,0
chr1:21927121-21927292,0.05134641,0.23456447,0.36328241,0.13665981,-0.074766,-0.0303239,-0.0815611,-0.1015503,-0.0720503,0.19646327,FALSE,0,1,0.05887644,0.0249787,0.2685136,0
chr12:19390679-19390850,-0.0571314,-0.1148522,-0.0125141,-0.0110393,0.03837613,0.15438543,0.13973021,0.08731599,0.10495194,-0.0488842,FALSE,1,0,0.01841746,0.00533372,-0.1538362,0
chr12:19395509-19395680,0.40650584,0.58737071,0.18410432,0.1486511,0.17706514,0.27622724,0.2380298,0.009567,0.17522229,0.33165799,FALSE,0,1,0.34871112,0.2456335,0.1564357,0
chr1:220091665-220091836,-0.3851941,-0.2882501,-0.384,-0.163265,0.09969143,0.13642391,0.04581912,0.1295775,0.10287799,-0.3051773,FALSE,1,0,0.0095652,0.00211947,-0.4080553,0
chr12:20492460-20492631,-0.313047,-0.0183475,-0.3351765,-0.0833574,-0.2972867,-0.3235542,-0.2191326,-0.1232723,-0.2408114,-0.1874821,FALSE,0,0,0.68330134,0.58829772,0.05332937,0
chr12:2055549-2055720,-0.2021245,-0.4862491,-0.3696785,-0.2229167,-0.3697705,-0.2793031,-0.6695249,-0.3910938,-0.4274231,-0.3202422,FALSE,0,0,0.47135482,0.35908608,0.10718089,0
chr12:20588291-20588462,-0.4162447,-0.3985174,-0.2063637,-0.1541963,-0.3504283,-0.2611604,-0.5570001,-0.773865,-0.4856134,-0.2938305,FALSE,0,0,0.30774775,0.20883137,0.19178292,0
chr12:2062604-2062775,0.0634686,0.16446127,0.18471171,0.15584221,0.01296885,-0.095427,0.03702138,-0.0053362,-0.0126933,0.14212095,FALSE,0,1,0.02455594,0.00788145,0.1548142,0
chr1:220693190-220693361,0.33762681,0.49742473,-0.2592975,0.23673602,-0.1225689,-0.0760885,0.09601567,-0.1657741,-0.067104,0.20312252,FALSE,0,0,0.29547253,0.19838967,0.27022648,0
chr1:220795826-220795997,-0.0096495,0.09274641,-0.1830602,-0.0916392,-0.1893587,-0.2163491,-0.0520587,-0.1784534,-0.159055,-0.0479006,FALSE,0,0,0.2604433,0.16886478,0.11115435,0
chr1:220810119-220810290,0.34111912,0.10777111,0.31428602,0.32732136,0.01317442,-0.128292,0.23465411,0.03031607,0.03746316,0.2726244,FALSE,0,1,0.09800101,0.04797236,0.23516124,0
chr12:2137447-2137618,-0.1418564,-0.1676712,-0.3212438,-0.3561386,-0.1608807,0.14721508,-0.2913154,-0.0754686,-0.0951124,-0.2467275,FALSE,0,0,0.3169707,0.21662466,-0.1516151,0
chr1:221485747-221485918,-0.3410613,-0.5084602,-0.2973189,-0.358468,-0.2247353,-0.4939087,-0.231163,0.06239528,-0.2218529,-0.3763271,FALSE,0,0,0.38291131,0.27669911,-0.1544742,0
chr1:222044766-222044937,0.07275113,0.08997856,0.09991927,0.14883388,0.29764771,0.18666093,0.10395495,0.1771676,0.1913578,0.10287071,FALSE,1,0,0.1863043,0.11014163,-0.0884871,0
chr12:2215311-2215482,-0.1071741,-0.2465399,-0.3757559,-0.2343317,-0.2006954,-0.3424386,-0.1539371,-0.2464359,-0.2358767,-0.2409504,FALSE,0,0,0.95889727,0.94319939,-0.0050736,0
chr1:222400674-222400845,-0.0733419,-0.0989699,-0.1529858,0.02314733,-0.7050775,-0.7471324,-0.6770794,-0.6447947,-0.693521,-0.0755376,FALSE,0,0,0.00079411,3.53E-05,0.61798344,0
chr12:2241118-2241289,-0.2014698,0.05378725,0.51820177,0.18803053,0.57949194,0.56932172,0.39856092,0.51808577,0.51636509,0.13963744,FALSE,1,0,0.14905282,0.08255127,-0.3767276,0
chr12:23409274-23409445,-0.2107709,-0.4572001,-0.3961544,-0.1691848,-0.7285677,-0.3092409,-0.7654843,-0.6156462,-0.6047348,-0.3083276,FALSE,0,0,0.11854679,0.06120043,0.29640722,0
chr1:223492931-223493102,0.03965788,0.3292241,0.29098477,0.0591954,0.14919601,-0.2130535,0.20161464,-0.1995385,-0.0154453,0.17976554,FALSE,0,1,0.30043615,0.20220731,0.19521089,0
chr1:223716195-223716366,-0.0833297,-0.1931929,-0.1794081,-0.0076711,-0.0583335,-0.3313286,-0.0282467,-0.3601907,-0.1945249,-0.1159005,FALSE,0,0,0.57006635,0.463335,0.07862442,0
chr12:2372775-2372946,-0.9577832,-1.252519,-1.2968687,-1.4475045,-0.0671608,-0.0561785,-0.2267793,-0.1568584,-0.1267442,-1.2386688,FALSE,0,0,0.0042795,0.00061178,-1.1119246,0
chr1:223749233-223749404,0.1044988,-0.0242374,0.14777155,0.13979075,0.04706756,0.13852874,0.24197259,-0.064205,0.09084097,0.09195592,FALSE,0,1,0.99282327,0.98893164,0.00111494,0
chr1:224167905-224168076,0.2046023,0.12136776,0.11916661,0.06590736,0.17421868,-0.0973667,0.07256271,0.20453948,0.08848854,0.12776101,FALSE,0,1,0.71070548,0.622871,0.03927247,0
chr1:224231728-224231899,-0.1451817,-0.2593728,-0.3980087,-0.5491958,-0.6248055,-0.5038064,-0.6878289,-0.7018343,-0.6295688,-0.3379397,FALSE,0,0,0.07758175,0.03570514,0.29162902,0
chr1:2246505-2246676,0.32420387,-0.0310625,0.12638394,0.11645703,0.0564296,0.26274949,0.01347465,0.12373591,0.11409741,0.1339956,FALSE,0,1,0.88001992,0.83477103,0.01989818,0
chr12:2502580-2502751,-1.0356966,-0.9240534,-1.2905332,-0.7531049,-0.2098218,-0.2999753,-0.2078845,-0.3442708,-0.2654881,-1.000847,FALSE,0,0,0.01752288,0.00498172,-0.7353589,0
chr1:2251476-2251647,-0.0037236,-0.2336555,-0.0944834,0.06448676,-0.1732168,-0.0734979,-0.1801368,0.0916769,-0.0837936,-0.0668439,FALSE,0,0,0.89560606,0.8574029,0.01694971,0
chr1:2253981-2254152,-0.2162793,-0.1663531,-0.215944,-0.2147603,-0.3579029,-0.1184991,-0.4433493,-0.1619382,-0.2704224,-0.2033342,FALSE,0,0,0.56031832,0.45360333,0.06708821,0
chr1:22567167-22567338,-0.416527,-0.465852,-0.5124597,-0.467614,-0.6515623,-0.6781999,-0.8845677,-0.5123367,-0.6816667,-0.4656132,FALSE,0,0,0.12093964,0.063105,0.21605349,0
chr1:225882663-225882834,-1.2246447,-0.8194104,-1.092697,-0.9686337,-0.8143529,-1.0019963,-1.0818299,-0.8855707,-0.9459375,-1.0263465,FALSE,0,0,0.58210204,0.47660695,-0.080409,0
chr1:225888104-225888275,0.02633257,-0.2228854,0.10983732,0.06725778,-0.1587738,-0.1508784,-0.0701212,-0.107939,-0.1219281,-0.0048644,FALSE,0,0,0.31638006,0.21600216,0.11706368,0
chr1:226048454-226048625,-0.1109984,-0.1789108,-0.2095968,-0.0552499,-0.8073434,-1.5011589,-0.5643687,-0.9066831,-0.9448885,-0.1386889,FALSE,0,0,0.05919804,0.02519705,0.80619955,0
chr1:226606768-226606939,-0.1262192,-0.3544706,-0.0677544,-0.20823,0.01292312,-0.0869861,0.0484138,-0.0302023,-0.0139629,-0.1891686,FALSE,0,0,0.11587991,0.05952973,-0.1752057,0
chr1:226963386-226963557,0.81132513,0.95846853,0.89324496,0.97205502,-0.2905554,-0.2423658,-0.3643605,-0.1852547,-0.2706341,0.90877341,FALSE,0,1,0.00010062,5.34E-07,1.17940753,2
chr1:226981979-226982150,0.08662822,0.02293284,0.11934738,0.12035157,-0.027036,0.09299212,0.1475448,0.18475109,0.09956301,0.087315,FALSE,1,1,0.87110902,0.82290377,-0.012248,0
chr1:226990542-226990713,0.40358248,0.60215692,0.48268032,0.3957628,0.14363765,0.01062428,0.23540156,0.09510736,0.12119271,0.47104563,FALSE,1,1,0.00915999,0.00198745,0.34985292,0
chr1:227282039-227282210,-0.0206301,-0.0979418,0.01436338,-0.1136148,0.05939668,-0.1160161,0.24358212,-0.0466688,0.03507348,-0.0544558,FALSE,0,0,0.46047384,0.34846095,-0.0895293,0
chr1:227758754-227758925,-0.6263154,-0.3167409,-0.7128623,-0.4481917,-0.1239034,-0.2801274,-0.1715364,-0.4121801,-0.2469368,-0.5260276,FALSE,0,0,0.09730798,0.04752094,-0.2790908,0
chr1:227970358-227970529,-0.1049425,-0.1365167,-0.1100456,-0.1482598,0.31957877,0.35889142,0.26690338,0.17275368,0.27953181,-0.1249412,FALSE,1,0,0.0069311,0.00134563,-0.404473,0
chr1:228095954-228096125,-0.1587605,-0.017518,-0.0398558,-0.1523828,0.23423575,-0.06597,-0.0518544,-0.0867186,0.00742318,-0.0921293,FALSE,0,0,0.40760774,0.29896247,-0.0995524,0
chr1:228393249-228393420,0.52361576,-0.024458,0.30632632,0.27253294,0.72532075,0.41585112,0.07538403,0.19282247,0.35234459,0.26950425,FALSE,1,1,0.74664468,0.66590307,-0.0828403,0
chr12:2875019-2875190,-0.1876904,-0.1095018,0.07796112,0.14174489,-0.0291708,-0.1554272,-0.0979547,-0.1963203,-0.1197183,-0.0193715,FALSE,0,0,0.40995383,0.30191205,0.10034672,0
chr1:22929304-22929475,0.21473187,-0.0355038,-0.0412434,-0.090642,0.1684606,0.1477662,0.35203667,0.32064836,0.24722796,0.01183568,FALSE,1,0,0.07935414,0.0367587,-0.2353923,0
chr12:2937435-2937606,0.12512934,0.06368795,0.15731492,0.05952897,-0.2777699,-0.3719523,-0.4385314,-0.3008128,-0.3472666,0.1014153,FALSE,0,0,0.00159154,0.00012073,0.4486819,0
chr1:229529947-229530118,0.09480956,0.12929551,0.0421001,0.01745337,-0.4204816,-0.4633278,-0.2404346,-0.2673676,-0.3479029,0.07091464,FALSE,0,0,0.00895845,0.00193132,0.41881756,0
chr1:230044037-230044208,-0.336227,-0.6011124,-0.2747514,-0.3769877,-0.0977891,-0.070468,-0.1806125,-0.1338316,-0.1206753,-0.3972696,FALSE,0,0,0.05813501,0.02454351,-0.2765944,0
chr1:230851181-230851352,-0.1789675,0.01404389,-0.1151974,-0.1257644,-0.2185798,-0.0928435,-0.0619278,-0.1815613,-0.1387281,-0.1014713,FALSE,0,0,0.62389696,0.52391808,0.03725674,0
chr12:30969820-30969991,-0.098134,-0.195729,-0.1144659,-0.134597,-0.1078705,-0.0774952,-0.2396115,-0.1583158,-0.1458232,-0.1357315,FALSE,0,0,0.86747775,0.81707324,0.01009177,0
chr1:23102061-23102232,-0.0882779,0.01084662,-0.1240544,-0.0748708,-1.4997021,-0.5891885,-0.9042731,-1.161608,-1.038693,-0.0690891,FALSE,0,0,0.0381486,0.01416169,0.96960382,0
chr12:31520440-31520611,-0.2579745,-0.3126509,-0.5109436,-0.2241221,-0.1019587,-0.1251807,-0.092622,0.26983817,-0.0124808,-0.3264228,FALSE,0,0,0.0813586,0.03793108,-0.313942,0
chr1:231521051-231521222,-0.2477194,-0.2157032,-0.143976,-0.0147611,-0.0640929,0.05946369,0.09029538,0.00919718,0.02371584,-0.1555399,FALSE,0,0,0.07193815,0.03237797,-0.1792558,0
chr1:231530993-231531164,0.41910393,0.51592132,0.39487179,0.10631801,-0.4931163,-0.3792867,-0.3490011,-0.4769924,-0.4245991,0.35905376,FALSE,0,1,0.00657817,0.00124677,0.78365291,2
chr1:2315369-2315540,-0.9858885,-1.084115,-0.7719527,-0.6752804,-0.1422083,-0.0347703,-0.3201267,-0.0836496,-0.1451887,-0.8793091,FALSE,0,0,0.00609528,0.00110466,-0.7341204,0
chr12:31732312-31732483,0.07433939,0.04847599,0.27412885,0.2435388,-0.0192026,-0.1029073,0.14834407,0.05573566,0.02049247,0.16012076,FALSE,0,0,0.20683007,0.12632992,0.13962829,0
chr1:231839734-231839905,0.29148952,0.35368668,0.65224911,0.31250702,0.31417978,0.11240255,0.20433732,0.17793927,0.20221473,0.40248308,FALSE,1,1,0.16476517,0.09417866,0.20026835,0
chr12:31956301-31956472,-0.2930439,0.01464556,-0.0959409,-0.0154834,0.58330206,0.73069641,0.81951366,0.82227781,0.73894749,-0.0974557,FALSE,1,0,0.00147114,0.00010617,-0.8364032,1
chr12:3210861-3211032,-0.3367427,-0.3646699,0.13312279,-0.0397841,-0.1287322,-0.0446653,0.02922484,0.08205651,-0.015529,-0.1520185,FALSE,0,0,0.46265912,0.35043468,-0.1364894,0
chr12:32269914-32270083,0.19545308,0.21492409,-0.0923804,0.27067214,-0.2539812,-0.1978461,-0.0485946,-0.2257054,-0.1815318,0.14716723,FALSE,0,0,0.04705259,0.01860622,0.32869905,0
chr12:3245567-3245738,-0.2029621,0.11599896,0.14316305,0.03992916,-0.1173269,-0.152784,-0.1816038,-0.2017453,-0.163365,0.02403228,FALSE,0,0,0.16543631,0.09475301,0.18739729,0
chr1:232546611-232546782,-0.1108917,-0.0288819,-0.0855922,-0.2432404,0.37621494,0.0935012,0.04875601,-0.0620619,0.11410257,-0.1171516,FALSE,0,0,0.15167913,0.08435556,-0.2312541,0
chr12:32549625-32549796,0.02637429,0.10029115,-0.4144893,0.05753805,-0.2475861,-0.298506,-0.5990659,-0.5307921,-0.4189875,-0.0575715,FALSE,0,0,0.10717898,0.05404668,0.36141608,0
chr1:23275911-23276082,0.33066845,0.35333724,0.40684427,0.27102121,-0.5866206,-0.7939233,-0.5908351,-0.6915134,-0.6657231,0.34046779,FALSE,0,1,0.00052905,1.51E-05,1.00619089,2
chr12:32823240-32823411,-0.6535371,-0.6585293,-0.3830171,-0.4261933,-0.9262877,-0.5640413,-0.3051243,-0.4595215,-0.5637437,-0.5303192,FALSE,0,0,0.87948818,0.83406385,0.03342453,0
chr12:32889065-32889236,0.16816621,0.29226267,0.54484401,0.14402657,-0.0036551,-0.0773111,0.2437039,0.0741338,0.05921786,0.28732486,FALSE,0,1,0.16956867,0.09766718,0.22810701,0
chr12:3296259-3296430,0.10742625,0.09018387,0.0066398,-0.0385097,-0.2090684,-0.1181246,-0.2536251,-0.0659364,-0.1616886,0.04143506,FALSE,0,0,0.03109217,0.01082526,0.20312369,0
chr1:234561044-234561215,0.10617313,-0.045645,0.17883147,0.16619941,-0.2647429,-0.1526589,-0.1495619,0.06268834,-0.1260688,0.10138975,FALSE,0,0,0.08538854,0.04045964,0.22745857,0
chr1:235730565-235730736,0.1332741,0.19079385,0.25331587,0.09418672,0.1903505,0.34167809,0.39512366,0.33971381,0.31671651,0.16789264,FALSE,1,1,0.08442601,0.03978943,-0.1488239,0
chr12:3598978-3599149,-0.1218316,-0.1400354,-0.1333829,-0.1657143,0.15198804,0.1916671,0.18643398,0.37595771,0.22651171,-0.1402411,FALSE,1,0,0.01641006,0.0045594,-0.3667528,0
chr1:236691927-236692098,0.04902618,-0.242532,0.09561611,-0.0625643,-0.5378838,-0.4228863,-0.7100168,-0.438941,-0.527432,-0.0401135,FALSE,0,0,0.01203217,0.00292135,0.48731848,0
chr1:236888922-236889093,0.18609524,0.04702814,0.11534502,0.11515847,-0.3057414,-0.3920346,-0.7612328,-0.4900819,-0.4872727,0.11590672,FALSE,0,0,0.02105034,0.00636801,0.60317939,0
chr1:236978783-236978954,0.13719651,0.12867154,0.1341007,0.08681666,-0.1635642,-0.0318076,-0.0108458,-0.0990199,-0.0763094,0.12169635,FALSE,0,1,0.02281084,0.00712674,0.19800573,0
chr1:237135386-237135557,-0.2121978,-0.1716065,0.03832885,-0.1583902,-0.383716,-0.1102649,-0.1755743,-0.0544413,-0.1809991,-0.1259664,FALSE,0,0,0.66493512,0.56941873,0.05503274,0
chr1:237150642-237150813,-0.0061439,-0.0846831,0.14521208,-0.1461951,0.03675994,-0.109851,-0.3782855,-0.2460828,-0.1743648,-0.0229525,FALSE,0,0,0.32068192,0.22004828,0.15141233,0
chr1:237229851-237230022,-0.3549613,-0.5030329,-0.2851327,-0.4449101,0.07599999,-0.26308,-0.2227155,-0.0603706,-0.1175415,-0.3970092,FALSE,0,0,0.06511081,0.0284644,-0.2794677,0
chr12:39261041-39261212,-0.4929168,-0.133691,-0.2054618,0.15080397,0.24330443,-0.1817213,-0.1107727,-0.1512845,-0.0501185,-0.1703164,FALSE,0,0,0.60051497,0.49611371,-0.1201979,0
chr12:39959222-39959393,-0.030296,0.11140182,0.16562868,-0.0493567,0.30137065,0.40640563,0.60324834,0.07880257,0.3474568,0.04934443,FALSE,1,0,0.12402013,0.06514131,-0.2981124,0
chr1:2408491-2408662,0.22554345,0.30018127,0.29178739,0.38328028,0.06012843,-0.1801007,0.1302019,0.22391032,0.05853499,0.3001981,FALSE,0,1,0.11878507,0.061433,0.2416631,0
chr12:41334534-41334705,-0.2687197,0.13058096,-0.0298866,-0.318952,0.08247584,0.00172482,-0.0173913,0.12620287,0.04825305,-0.1217443,FALSE,0,0,0.30451868,0.20593804,-0.1699974,0
chr1:241434059-241434230,-0.092009,-0.1212852,-0.3052867,-0.2290097,-0.0524481,-0.2001891,-0.2975506,-0.130787,-0.1702437,-0.1868976,FALSE,0,0,0.8718347,0.82399134,-0.0166539,0
chr12:41537885-41538056,0.14259409,0.28902513,-0.0073302,0.00870048,-0.0827506,0.04507756,0.11444999,0.10903083,0.04645193,0.10824737,FALSE,0,0,0.59262084,0.48795227,0.06179544,0
chr12:42250215-42250386,-0.2151696,-0.1194566,-0.056765,-0.1254609,0.14582666,0.71942022,0.02910379,0.22851324,0.28071598,-0.129213,FALSE,1,0,0.13234752,0.07085795,-0.409929,0
chr12:4272643-4272814,-0.4115888,-0.3054868,-0.3055471,-0.3871353,-0.1548594,-0.1847139,-0.3551354,-0.4301982,-0.2812267,-0.3524395,FALSE,0,0,0.48998534,0.3780242,-0.0712127,0
chr1:244702113-244702284,0.27394683,0.00442902,0.14350197,0.08647942,0.1138038,-0.0883422,-0.3627336,-0.2353888,-0.1431652,0.12708931,FALSE,0,0,0.13448142,0.07249655,0.2702545,0
chr1:245053003-245053174,-0.1430157,0.0232444,-0.1608173,-0.0083214,-0.1274726,-0.2961507,-0.247631,-0.219997,-0.2228128,-0.0722275,FALSE,0,0,0.09296921,0.04495191,0.15058533,0
chr1:24532282-24532453,0.24075472,0.00271758,0.13935595,0.09312961,0.19869538,0.10585213,0.19824701,0.27688758,0.19492052,0.11898947,FALSE,1,0,0.36730307,0.26194798,-0.0759311,0
chr12:46985308-46985479,-0.2190647,-0.1645498,-0.0534738,-0.2457542,-0.0884624,-0.1592724,-0.0386841,-0.0838005,-0.0925549,-0.1707106,FALSE,0,0,0.26840822,0.17588567,-0.0781558,0
chr12:47068717-47068888,-0.1771568,-0.2229849,-0.4055437,-0.0410018,-0.2425022,-0.0937948,-0.0396932,-0.041086,-0.104269,-0.2116718,FALSE,0,0,0.38772884,0.28152135,-0.1074028,0
chr1:24733492-24733663,-0.7104887,-0.8710069,-0.6756229,-0.4806759,-1.176111,-0.8563942,-1.3066112,-0.6637559,-1.0007181,-0.6844486,FALSE,0,0,0.2014172,0.12172342,0.31626945,0
chr1:24742998-24743169,-0.07909,0.09149602,0.01199114,-0.0559114,0.02139905,-0.1166298,0.05647084,-0.0109496,-0.0124274,-0.0078786,FALSE,0,0,0.95375202,0.93505962,0.00454881,0
chr12:47879449-47879620,0.62052279,1.09904459,0.97147299,0.79829659,-0.6912353,-0.7976141,-0.99774,-0.6001203,-0.7716774,0.87233424,FALSE,0,1,0.00066226,2.41E-05,1.64401164,2
chr12:47896347-47896518,-0.0808387,0.13457239,-0.0920507,0.16454269,-0.1478838,-0.0283192,-0.1196529,0.08382006,-0.053009,0.03155641,FALSE,0,0,0.47863619,0.36650929,0.08456538,0
chr12:48662163-48662334,0.02715347,0.02637037,0.16539917,-0.2030783,0.49643184,0.45189107,0.67688285,0.45912443,0.52108255,0.00396118,FALSE,1,0,0.00947295,0.00208593,-0.5171214,0
chr12:48774123-48774294,-0.5311254,-0.798728,-0.6063165,-0.5361882,-0.6136642,-0.4362651,-0.3313196,-0.4054998,-0.4466872,-0.6180895,FALSE,0,0,0.16615479,0.09527945,-0.1714023,0
chr12:48830975-48831146,-0.3960707,-0.5714906,-0.3641526,-0.3356855,0.0322725,-0.2804978,-0.1175181,-0.0920887,-0.114458,-0.4168498,FALSE,0,0,0.03292111,0.01168217,-0.3023918,0
chr1:248874111-248874282,0.07584002,-0.146886,0.10764791,-0.2379317,-0.3268162,-0.3166584,-0.2083393,-0.4418106,-0.3234061,-0.0503324,FALSE,0,0,0.08389441,0.0395002,0.2730737,0
chr12:49366786-49366957,-0.7922159,-0.7882929,-0.8110961,-0.9583171,-0.0940771,-0.026643,-0.0707326,0.10715144,-0.0210753,-0.8374805,FALSE,0,0,0.00046796,1.12E-05,-0.8164052,0
chr12:49560096-49560267,-0.3164816,0.21486734,-0.0661975,-0.4243172,-0.4396486,0.16613969,-0.0027491,0.1518357,-0.0311056,-0.1480322,FALSE,0,0,0.67700563,0.58131634,-0.1169267,0
chr12:49572120-49572291,0.26474171,0.39776798,0.3144528,0.40991654,-0.163355,-0.0978067,0.08404087,0.03703548,-0.0350213,0.34671976,FALSE,0,1,0.01066849,0.00248202,0.3817411,0
chr12:50112359-50112530,-0.1068938,-0.1446414,-0.2715285,-0.0868078,0.06956423,0.20178259,0.02921556,0.18061039,0.12029319,-0.1524679,FALSE,1,0,0.01394816,0.00360523,-0.2727611,0
chr12:50389130-50389301,0.51493255,0.24903354,0.30979728,0.16700301,0.29010608,0.18365954,0.24837342,0.13107866,0.21330443,0.31019159,FALSE,1,1,0.40813321,0.29953609,0.09688717,0
chr12:50396505-50396676,0.19937953,0.20099623,0.24284346,0.33185553,0.27179138,0.40838574,0.18892219,0.47743356,0.33663322,0.24376869,FALSE,1,1,0.36868111,0.2633558,-0.0928645,0
chr12:50396545-50396716,0.31016402,0.63176305,0.51727405,0.35105107,0.2430353,0.03922847,-0.0466225,-0.1594657,0.01904389,0.45256305,FALSE,0,1,0.02691435,0.00892387,0.43351916,0
chr12:50400804-50400975,0.74716862,0.63615309,0.47171573,0.55301904,0.55776617,0.61970611,0.60831926,0.52034498,0.57653413,0.60201412,FALSE,1,1,0.78088099,0.70814041,0.02547999,0
chr12:51871258-51871429,0.78506926,0.74807561,0.66347402,0.73921545,-0.0592558,-0.1834902,-0.2260345,-0.0342899,-0.1257676,0.73395859,FALSE,0,1,0.00071947,2.94E-05,0.85972617,2
chr12:51899291-51899462,-0.217793,-0.6532931,-0.2391955,-0.3011408,0.17148152,-0.2025834,0.12744065,0.36728769,0.11590661,-0.3528556,FALSE,0,0,0.05807261,0.02450378,-0.4687622,0
chr12:52009967-52010138,-0.0801934,-0.2017535,0.03183438,0.18367047,0.27734757,0.17111518,0.25312155,0.07647514,0.19451486,-0.0166105,FALSE,1,0,0.14230791,0.07779849,-0.2111254,0
