,Unnamed: 0,guide_chr,guide_start,guide_end,score,strand,protospacer_target,intended_target_region,gene_target,source,closest_gene,closest_dist,closest_gene_target,closest_dist_target
3713,3713,chr11,65858071,65858090,.,-,chr11:65858071-65858090(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3714,3714,chr11,65858136,65858155,.,-,chr11:65858136-65858155(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3715,3715,chr11,65858172,65858191,.,-,chr11:65858172-65858191(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3716,3716,chr11,65858217,65858236,.,-,chr11:65858217-65858236(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3717,3717,chr11,65858289,65858308,.,+,chr11:65858289-65858308(+),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3718,3718,chr11,65858330,65858349,.,-,chr11:65858330-65858349(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3719,3719,chr11,65858389,65858408,.,-,chr11:65858389-65858408(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3720,3720,chr11,65858424,65858443,.,-,chr11:65858424-65858443(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3721,3721,chr11,65858471,65858490,.,-,chr11:65858471-65858490(-),chr11:65858017-65858517,Element210,TF,CFL1,87,OVOL1,71204
3722,3722,chr11,65859270,65859289,.,-,chr11:65859270-65859289(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3723,3723,chr11,65859312,65859331,.,-,chr11:65859312-65859331(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3724,3724,chr11,65859332,65859351,.,-,chr11:65859332-65859351(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3725,3725,chr11,65859419,65859438,.,-,chr11:65859419-65859438(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3726,3726,chr11,65859443,65859462,.,-,chr11:65859443-65859462(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3727,3727,chr11,65859507,65859526,.,-,chr11:65859507-65859526(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3728,3728,chr11,65859564,65859583,.,+,chr11:65859564-65859583(+),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3729,3729,chr11,65859584,65859603,.,+,chr11:65859584-65859603(+),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3730,3730,chr11,65859658,65859677,.,-,chr11:65859658-65859677(-),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3731,3731,chr11,65859690,65859709,.,+,chr11:65859690-65859709(+),chr11:65859232-65859732,Element211,TF,MUS81,192,OVOL1,72419
3732,3732,chr11,65860266,65860285,.,+,chr11:65860266-65860285(+),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3733,3733,chr11,65860322,65860341,.,-,chr11:65860322-65860341(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3734,3734,chr11,65860341,65860360,.,-,chr11:65860341-65860360(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3735,3735,chr11,65860395,65860414,.,-,chr11:65860395-65860414(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3736,3736,chr11,65860441,65860460,.,+,chr11:65860441-65860460(+),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3737,3737,chr11,65860505,65860524,.,-,chr11:65860505-65860524(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3738,3738,chr11,65860533,65860552,.,-,chr11:65860533-65860552(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3739,3739,chr11,65860587,65860606,.,-,chr11:65860587-65860606(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3740,3740,chr11,65860666,65860685,.,-,chr11:65860666-65860685(-),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3741,3741,chr11,65860682,65860701,.,+,chr11:65860682-65860701(+),chr11:65860232-65860732,Element212,TF,MUS81,49,OVOL1,73419
3742,3742,chr11,65867298,65867317,.,-,chr11:65867298-65867317(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3743,3743,chr11,65867322,65867341,.,-,chr11:65867322-65867341(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3744,3744,chr11,65867374,65867393,.,-,chr11:65867374-65867393(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3745,3745,chr11,65867460,65867479,.,+,chr11:65867460-65867479(+),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3746,3746,chr11,65867472,65867491,.,-,chr11:65867472-65867491(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3747,3747,chr11,65867533,65867552,.,-,chr11:65867533-65867552(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3748,3748,chr11,65867580,65867599,.,-,chr11:65867580-65867599(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3749,3749,chr11,65867658,65867677,.,-,chr11:65867658-65867677(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3750,3750,chr11,65867716,65867735,.,-,chr11:65867716-65867735(-),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3751,3751,chr11,65867726,65867745,.,+,chr11:65867726-65867745(+),chr11:65867271-65867771,Element213,TF,EFEMP2,5279,OVOL1,80458
3752,3752,chr11,65867957,65867976,.,+,chr11:65867957-65867976(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3753,3753,chr11,65867984,65868003,.,+,chr11:65867984-65868003(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3754,3754,chr11,65868049,65868068,.,+,chr11:65868049-65868068(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3755,3755,chr11,65868106,65868125,.,+,chr11:65868106-65868125(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3756,3756,chr11,65868149,65868168,.,-,chr11:65868149-65868168(-),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3757,3757,chr11,65868184,65868203,.,+,chr11:65868184-65868203(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3758,3758,chr11,65868247,65868266,.,-,chr11:65868247-65868266(-),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3759,3759,chr11,65868308,65868327,.,+,chr11:65868308-65868327(+),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3760,3760,chr11,65868340,65868359,.,-,chr11:65868340-65868359(-),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3761,3761,chr11,65868402,65868421,.,-,chr11:65868402-65868421(-),chr11:65867934-65868434,Element214,TF,EFEMP2,4616,OVOL1,81121
3762,3762,chr11,65872659,65872678,.,-,chr11:65872659-65872678(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3763,3763,chr11,65872709,65872728,.,-,chr11:65872709-65872728(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3764,3764,chr11,65872738,65872757,.,+,chr11:65872738-65872757(+),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3765,3765,chr11,65872809,65872828,.,+,chr11:65872809-65872828(+),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3766,3766,chr11,65872839,65872858,.,+,chr11:65872839-65872858(+),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3767,3767,chr11,65872930,65872949,.,+,chr11:65872930-65872949(+),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3768,3768,chr11,65872970,65872989,.,-,chr11:65872970-65872989(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3769,3769,chr11,65872992,65873011,.,-,chr11:65872992-65873011(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3770,3770,chr11,65873053,65873072,.,-,chr11:65873053-65873072(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3771,3771,chr11,65873088,65873107,.,-,chr11:65873088-65873107(-),chr11:65872637-65873137,Element215,TF,EFEMP2,87,OVOL1,85824
3772,3772,chr11,65873518,65873537,.,+,chr11:65873518-65873537(+),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3773,3773,chr11,65873580,65873599,.,+,chr11:65873580-65873599(+),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3774,3774,chr11,65873601,65873620,.,-,chr11:65873601-65873620(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3775,3775,chr11,65873681,65873700,.,-,chr11:65873681-65873700(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3776,3776,chr11,65873710,65873729,.,-,chr11:65873710-65873729(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3777,3777,chr11,65873779,65873798,.,-,chr11:65873779-65873798(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3778,3778,chr11,65873804,65873823,.,-,chr11:65873804-65873823(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3779,3779,chr11,65873856,65873875,.,-,chr11:65873856-65873875(-),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3780,3780,chr11,65873950,65873969,.,+,chr11:65873950-65873969(+),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3781,3781,chr11,65873956,65873975,.,+,chr11:65873956-65873975(+),chr11:65873501-65874001,Element216,TF,EFEMP2,951,OVOL1,86688
3782,3782,chr11,65888287,65888306,.,+,chr11:65888287-65888306(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3783,3783,chr11,65888296,65888315,.,-,chr11:65888296-65888315(-),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3784,3784,chr11,65888358,65888377,.,+,chr11:65888358-65888377(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3785,3785,chr11,65888408,65888427,.,+,chr11:65888408-65888427(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3786,3786,chr11,65888491,65888510,.,-,chr11:65888491-65888510(-),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3787,3787,chr11,65888499,65888518,.,+,chr11:65888499-65888518(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3788,3788,chr11,65888551,65888570,.,+,chr11:65888551-65888570(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3789,3789,chr11,65888598,65888617,.,+,chr11:65888598-65888617(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3790,3790,chr11,65888677,65888696,.,-,chr11:65888677-65888696(-),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3791,3791,chr11,65888707,65888726,.,+,chr11:65888707-65888726(+),chr11:65888246-65888746,Element217,TF,FIBP,25,OVOL1,101433
3792,3792,chr11,65890362,65890381,.,+,chr11:65890362-65890381(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3793,3793,chr11,65890410,65890429,.,-,chr11:65890410-65890429(-),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3794,3794,chr11,65890484,65890503,.,+,chr11:65890484-65890503(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3795,3795,chr11,65890541,65890560,.,+,chr11:65890541-65890560(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3796,3796,chr11,65890553,65890572,.,-,chr11:65890553-65890572(-),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3797,3797,chr11,65890626,65890645,.,-,chr11:65890626-65890645(-),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3798,3798,chr11,65890684,65890703,.,-,chr11:65890684-65890703(-),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3799,3799,chr11,65890709,65890728,.,+,chr11:65890709-65890728(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3800,3800,chr11,65890774,65890793,.,+,chr11:65890774-65890793(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3801,3801,chr11,65890804,65890823,.,+,chr11:65890804-65890823(+),chr11:65890353-65890853,Element218,TF,CCDC85B,70,OVOL1,103540
3802,3802,chr11,65891703,65891722,.,+,chr11:65891703-65891722(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3803,3803,chr11,65891746,65891765,.,-,chr11:65891746-65891765(-),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3804,3804,chr11,65891784,65891803,.,+,chr11:65891784-65891803(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3805,3805,chr11,65891863,65891882,.,+,chr11:65891863-65891882(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3806,3806,chr11,65891898,65891917,.,+,chr11:65891898-65891917(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3807,3807,chr11,65891945,65891964,.,+,chr11:65891945-65891964(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3808,3808,chr11,65891992,65892011,.,-,chr11:65891992-65892011(-),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3809,3809,chr11,65892046,65892065,.,-,chr11:65892046-65892065(-),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3810,3810,chr11,65892082,65892101,.,-,chr11:65892082-65892101(-),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3811,3811,chr11,65892137,65892156,.,+,chr11:65892137-65892156(+),chr11:65891680-65892180,Element219,TF,CCDC85B,1257,OVOL1,104867
3812,3812,chr11,65915636,65915655,.,+,chr11:65915636-65915655(+),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3813,3813,chr11,65915701,65915720,.,+,chr11:65915701-65915720(+),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3814,3814,chr11,65915729,65915748,.,-,chr11:65915729-65915748(-),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3815,3815,chr11,65915842,65915861,.,+,chr11:65915842-65915861(+),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3816,3816,chr11,65915879,65915898,.,-,chr11:65915879-65915898(-),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3817,3817,chr11,65915933,65915952,.,+,chr11:65915933-65915952(+),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3818,3818,chr11,65915979,65915998,.,-,chr11:65915979-65915998(-),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3819,3819,chr11,65916078,65916097,.,-,chr11:65916078-65916097(-),chr11:65915629-65916129,Element220,TF,C11orf68,3183,OVOL1,128816
3820,3820,chr11,65919024,65919043,.,-,chr11:65919024-65919043(-),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3821,3821,chr11,65919061,65919080,.,+,chr11:65919061-65919080(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3822,3822,chr11,65919156,65919175,.,-,chr11:65919156-65919175(-),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3823,3823,chr11,65919184,65919203,.,+,chr11:65919184-65919203(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3824,3824,chr11,65919215,65919234,.,-,chr11:65919215-65919234(-),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3825,3825,chr11,65919276,65919295,.,+,chr11:65919276-65919295(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3826,3826,chr11,65919318,65919337,.,+,chr11:65919318-65919337(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3827,3827,chr11,65919360,65919379,.,+,chr11:65919360-65919379(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3828,3828,chr11,65919417,65919436,.,-,chr11:65919417-65919436(-),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3829,3829,chr11,65919463,65919482,.,+,chr11:65919463-65919482(+),chr11:65919010-65919510,Element221,TF,DRAP1,166,OVOL1,132197
3830,3830,chr11,118869978,118869997,.,+,chr11:118869978-118869997(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3831,3831,chr11,118869984,118870003,.,+,chr11:118869984-118870003(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3832,3832,chr11,118870039,118870058,.,-,chr11:118870039-118870058(-),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3833,3833,chr11,118870088,118870107,.,+,chr11:118870088-118870107(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3834,3834,chr11,118870159,118870178,.,+,chr11:118870159-118870178(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3835,3835,chr11,118870191,118870210,.,+,chr11:118870191-118870210(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3836,3836,chr11,118870235,118870254,.,-,chr11:118870235-118870254(-),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3837,3837,chr11,118870284,118870303,.,-,chr11:118870284-118870303(-),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3838,3838,chr11,118870341,118870360,.,-,chr11:118870341-118870360(-),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3839,3839,chr11,118870384,118870403,.,+,chr11:118870384-118870403(+),chr11:118869934-118870434,Element222,TF,CXCR5,13708,FOXR1,101577
3840,3840,chr11,118909122,118909141,.,+,chr11:118909122-118909141(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3841,3841,chr11,118909161,118909180,.,+,chr11:118909161-118909180(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3842,3842,chr11,118909219,118909238,.,+,chr11:118909219-118909238(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3843,3843,chr11,118909267,118909286,.,+,chr11:118909267-118909286(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3844,3844,chr11,118909336,118909355,.,-,chr11:118909336-118909355(-),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3845,3845,chr11,118909370,118909389,.,-,chr11:118909370-118909389(-),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3846,3846,chr11,118909433,118909452,.,-,chr11:118909433-118909452(-),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3847,3847,chr11,118909471,118909490,.,+,chr11:118909471-118909490(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3848,3848,chr11,118909555,118909574,.,+,chr11:118909555-118909574(+),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3849,3849,chr11,118909562,118909581,.,-,chr11:118909562-118909581(-),chr11:118909106-118909606,Element223,TF,BCL9L,533,FOXR1,62405
3850,3850,chr11,118910347,118910366,.,+,chr11:118910347-118910366(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3851,3851,chr11,118910393,118910412,.,-,chr11:118910393-118910412(-),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3852,3852,chr11,118910453,118910472,.,-,chr11:118910453-118910472(-),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3853,3853,chr11,118910492,118910511,.,+,chr11:118910492-118910511(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3854,3854,chr11,118910538,118910557,.,+,chr11:118910538-118910557(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3855,3855,chr11,118910575,118910594,.,-,chr11:118910575-118910594(-),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3856,3856,chr11,118910662,118910681,.,+,chr11:118910662-118910681(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3857,3857,chr11,118910672,118910691,.,+,chr11:118910672-118910691(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3858,3858,chr11,118910729,118910748,.,+,chr11:118910729-118910748(+),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3859,3859,chr11,118910782,118910801,.,-,chr11:118910782-118910801(-),chr11:118910322-118910822,Element224,TF,BCL9L,30,FOXR1,61189
3860,3860,chr11,118912104,118912123,.,-,chr11:118912104-118912123(-),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3861,3861,chr11,118912112,118912131,.,-,chr11:118912112-118912131(-),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3862,3862,chr11,118912164,118912183,.,+,chr11:118912164-118912183(+),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3863,3863,chr11,118912243,118912262,.,-,chr11:118912243-118912262(-),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3864,3864,chr11,118912279,118912298,.,-,chr11:118912279-118912298(-),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3865,3865,chr11,118912322,118912341,.,+,chr11:118912322-118912341(+),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3866,3866,chr11,118912382,118912401,.,+,chr11:118912382-118912401(+),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3867,3867,chr11,118912411,118912430,.,-,chr11:118912411-118912430(-),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3868,3868,chr11,118912485,118912504,.,+,chr11:118912485-118912504(+),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3869,3869,chr11,118912517,118912536,.,+,chr11:118912517-118912536(+),chr11:118912061-118912561,Element225,TF,MIR4492,1603,FOXR1,59450
3870,3870,chr11,118916744,118916763,.,+,chr11:118916744-118916763(+),chr11:118916731-118917231,Element226,TF,BCL9L,1411,FOXR1,54780
3871,3871,chr11,118916785,118916804,.,-,chr11:118916785-118916804(-),chr11:118916731-118917231,Element226,TF,BCL9L,1411,FOXR1,54780
3872,3872,chr11,118916862,118916881,.,-,chr11:118916862-118916881(-),chr11:118916731-118917231,Element226,TF,BCL9L,1411,FOXR1,54780
