,pval_outlier,target_region,target_name
chr10:103442169-103442188(+),0.9031,chr10:103441969-103442469,Element113
chr10:103442260-103442279(+),0.9999,chr10:103441969-103442469,Element113
chr10:103442274-103442293(-),0.9785,chr10:103441969-103442469,Element113
chr10:103442334-103442353(-),0.9863,chr10:103441969-103442469,Element113
chr10:103442377-103442396(+),0.9785,chr10:103441969-103442469,Element113
chr10:103491945-103491964(-),1.0,chr10:103491907-103492407,Element114
chr10:103492000-103492019(+),0.9998,chr10:103491907-103492407,Element114
chr10:103492007-103492026(-),0.9999,chr10:103491907-103492407,Element114
chr10:103492123-103492142(+),0.9915,chr10:103491907-103492407,Element114
chr10:103492226-103492245(+),0.1559,chr10:103491907-103492407,Element114
chr10:103492258-103492277(-),0.3799,chr10:103491907-103492407,Element114
chr10:103492326-103492345(+),0.9031,chr10:103491907-103492407,Element114
chr10:103492369-103492388(+),0.9863,chr10:103491907-103492407,Element114
chr10:110567496-110567515(+),0.9949,chr10:110567494-110567994,Element115
chr10:110567552-110567571(+),0.2017,chr10:110567494-110567994,Element115
chr10:110567608-110567627(-),0.9863,chr10:110567494-110567994,Element115
chr10:110567644-110567663(+),0.9971,chr10:110567494-110567994,Element115
chr10:110567748-110567767(+),0.9915,chr10:110567494-110567994,Element115
chr10:110567843-110567862(+),0.3799,chr10:110567494-110567994,Element115
chr10:110567924-110567943(+),0.9971,chr10:110567494-110567994,Element115
chr10:110567944-110567963(+),0.9999,chr10:110567494-110567994,Element115
chr10:110629774-110629793(-),0.9923,chr10:110629757-110630257,Element116
chr10:110629912-110629931(-),0.9991,chr10:110629757-110630257,Element116
chr10:110629973-110629992(+),0.8515,chr10:110629757-110630257,Element116
chr10:110630055-110630074(-),1.0,chr10:110629757-110630257,Element116
chr10:110630104-110630123(-),0.641,chr10:110629757-110630257,Element116
chr10:110637121-110637140(+),0.9981,chr10:110637105-110637605,Element117
chr10:110637204-110637223(-),0.9991,chr10:110637105-110637605,Element117
chr10:110637211-110637230(+),0.3757,chr10:110637105-110637605,Element117
chr10:110637255-110637274(-),0.9858,chr10:110637105-110637605,Element117
chr10:110637330-110637349(-),0.7925,chr10:110637105-110637605,Element117
chr10:110637456-110637475(+),0.641,chr10:110637105-110637605,Element117
chr10:110637525-110637544(+),0.9582,chr10:110637105-110637605,Element117
chr10:110641204-110641223(+),0.6182,chr10:110641132-110641632,Element118
chr10:110641312-110641331(-),0.9829,chr10:110641132-110641632,Element118
chr10:110641333-110641352(+),0.1832,chr10:110641132-110641632,Element118
chr10:110641418-110641437(-),0.7263,chr10:110641132-110641632,Element118
chr10:110641462-110641481(+),0.9829,chr10:110641132-110641632,Element118
chr10:110641566-110641585(-),0.9829,chr10:110641132-110641632,Element118
chr10:110643410-110643429(-),0.9863,chr10:110643394-110644394,Element119
chr10:110643502-110643521(+),0.8685,chr10:110643394-110644394,Element119
chr10:110643598-110643617(+),0.9971,chr10:110643394-110644394,Element119
chr10:110643717-110643736(+),0.9785,chr10:110643394-110644394,Element119
chr10:110643806-110643825(-),0.9785,chr10:110643394-110644394,Element119
chr10:110643951-110643970(+),0.6569,chr10:110643394-110644394,Element119
chr10:110644147-110644166(-),0.9949,chr10:110643394-110644394,Element119
chr10:110644324-110644343(+),0.6569,chr10:110643394-110644394,Element119
chr10:110667835-110667854(-),0.5403,chr10:110667825-110668325,Element120
chr10:110667877-110667896(-),0.9658,chr10:110667825-110668325,Element120
chr10:110667925-110667944(-),0.5403,chr10:110667825-110668325,Element120
chr10:110668175-110668194(-),0.918,chr10:110667825-110668325,Element120
chr10:110668288-110668307(-),0.918,chr10:110667825-110668325,Element120
chr10:110672035-110672054(+),0.9995,chr10:110672018-110672518,Element121
chr10:110672069-110672088(-),0.9949,chr10:110672018-110672518,Element121
chr10:110672131-110672150(-),0.9516,chr10:110672018-110672518,Element121
chr10:110672168-110672187(+),0.9995,chr10:110672018-110672518,Element121
chr10:110672319-110672338(-),0.5193,chr10:110672018-110672518,Element121
chr10:110672379-110672398(+),0.0864,chr10:110672018-110672518,Element121
chr10:110672418-110672437(-),0.9949,chr10:110672018-110672518,Element121
chr10:110672474-110672493(+),0.9785,chr10:110672018-110672518,Element121
chr10:110681018-110681037(+),0.9991,chr10:110681007-110681507,Element122
chr10:110681084-110681103(+),0.4487,chr10:110681007-110681507,Element122
chr10:110681113-110681132(-),0.9984,chr10:110681007-110681507,Element122
chr10:110681224-110681243(-),0.5894,chr10:110681007-110681507,Element122
chr10:110681300-110681319(+),1.0,chr10:110681007-110681507,Element122
chr10:110681404-110681423(+),0.9971,chr10:110681007-110681507,Element122
chr10:110681480-110681499(-),0.9949,chr10:110681007-110681507,Element122
chr10:110685078-110685097(+),1.0,chr10:110685070-110685570,Element123
chr10:110685138-110685157(-),1.0,chr10:110685070-110685570,Element123
chr10:110685251-110685270(-),1.0,chr10:110685070-110685570,Element123
chr10:110685282-110685301(+),1.0,chr10:110685070-110685570,Element123
chr10:110685321-110685340(-),1.0,chr10:110685070-110685570,Element123
chr10:110685376-110685395(+),1.0,chr10:110685070-110685570,Element123
chr10:110685436-110685455(+),1.0,chr10:110685070-110685570,Element123
chr10:110685476-110685495(+),1.0,chr10:110685070-110685570,Element123
chr10:110685548-110685567(-),1.0,chr10:110685070-110685570,Element123
chr10:110698732-110698751(-),0.9998,chr10:110698705-110699205,Element124
chr10:110698775-110698794(-),0.8685,chr10:110698705-110699205,Element124
chr10:110698822-110698841(+),0.9984,chr10:110698705-110699205,Element124
chr10:110698901-110698920(+),0.9516,chr10:110698705-110699205,Element124
chr10:110698911-110698930(-),0.7767,chr10:110698705-110699205,Element124
chr10:110698979-110698998(+),0.9031,chr10:110698705-110699205,Element124
chr10:110699108-110699127(+),0.9672,chr10:110698705-110699205,Element124
chr10:110699164-110699183(-),0.9999,chr10:110698705-110699205,Element124
chr10:110701743-110701762(-),0.9863,chr10:110701665-110702165,Element125
chr10:110701771-110701790(-),0.9949,chr10:110701665-110702165,Element125
chr10:110701847-110701866(+),0.9971,chr10:110701665-110702165,Element125
chr10:110701925-110701944(-),0.9999,chr10:110701665-110702165,Element125
chr10:110701985-110702004(+),0.9863,chr10:110701665-110702165,Element125
chr10:110702082-110702101(-),0.9516,chr10:110701665-110702165,Element125
chr10:110702133-110702152(+),0.9949,chr10:110701665-110702165,Element125
chr10:110717783-110717802(+),0.9999,chr10:110717772-110718272,Element126
chr10:110717838-110717857(+),0.9998,chr10:110717772-110718272,Element126
chr10:110717904-110717923(-),0.9949,chr10:110717772-110718272,Element126
chr10:110717950-110717969(-),0.8685,chr10:110717772-110718272,Element126
chr10:110717998-110718017(+),1.0,chr10:110717772-110718272,Element126
chr10:110718097-110718116(+),0.9516,chr10:110717772-110718272,Element126
chr10:110718131-110718150(+),0.8264,chr10:110717772-110718272,Element126
chr11:45983049-45983068(+),1.0,chr11:45982949-45983449,Element127
chr11:45983099-45983118(+),0.5193,chr11:45982949-45983449,Element127
chr11:45983190-45983209(+),0.7767,chr11:45982949-45983449,Element127
chr11:45983208-45983227(+),0.9998,chr11:45982949-45983449,Element127
chr11:45983278-45983297(+),0.9863,chr11:45982949-45983449,Element127
chr11:45983341-45983360(+),0.9949,chr11:45982949-45983449,Element127
chr11:45983406-45983425(-),0.9305,chr11:45982949-45983449,Element127
chr11:45994372-45994391(+),0.1605,chr11:45994298-45994798,Element128
chr11:45994408-45994427(-),0.9923,chr11:45994298-45994798,Element128
chr11:45994483-45994502(-),0.8982,chr11:45994298-45994798,Element128
chr11:45994611-45994630(+),0.9751,chr11:45994298-45994798,Element128
chr11:45994648-45994667(+),0.9582,chr11:45994298-45994798,Element128
chr11:45994699-45994718(-),0.1605,chr11:45994298-45994798,Element128
chr11:45994756-45994775(-),0.9858,chr11:45994298-45994798,Element128
chr11:46050138-46050157(+),0.9829,chr11:46050104-46050604,Element129
chr11:46050266-46050285(+),0.9829,chr11:46050104-46050604,Element129
chr11:46050312-46050331(-),0.114,chr11:46050104-46050604,Element129
chr11:46050385-46050404(-),0.0657,chr11:46050104-46050604,Element129
chr11:46050429-46050448(+),0.7263,chr11:46050104-46050604,Element129
chr11:46050463-46050482(-),0.9924,chr11:46050104-46050604,Element129
chr11:46050525-46050544(-),0.9651,chr11:46050104-46050604,Element129
chr11:46055351-46055370(+),0.3757,chr11:46055341-46055841,Element130
chr11:46055395-46055414(+),0.9858,chr11:46055341-46055841,Element130
chr11:46055443-46055462(-),0.2214,chr11:46055341-46055841,Element130
chr11:46055525-46055544(+),0.8982,chr11:46055341-46055841,Element130
chr11:46055595-46055614(-),0.8515,chr11:46055341-46055841,Element130
chr11:46055641-46055660(+),0.9999,chr11:46055341-46055841,Element130
chr11:46055739-46055758(-),0.8982,chr11:46055341-46055841,Element130
chr11:46121012-46121031(+),0.9658,chr11:46120984-46121484,Element131
chr11:46121088-46121107(-),0.918,chr11:46120984-46121484,Element131
chr11:46121273-46121292(+),0.988,chr11:46120984-46121484,Element131
chr11:46121307-46121326(+),0.7028,chr11:46120984-46121484,Element131
chr11:46121453-46121472(+),0.2203,chr11:46120984-46121484,Element131
chr11:46121680-46121699(-),0.9333,chr11:46121641-46122141,Element132
chr11:46121739-46121758(+),0.5536,chr11:46121641-46122141,Element132
chr11:46121816-46121835(+),0.9751,chr11:46121641-46122141,Element132
chr11:46121853-46121872(+),0.9582,chr11:46121641-46122141,Element132
chr11:46121891-46121910(-),0.9991,chr11:46121641-46122141,Element132
chr11:46121959-46121978(+),0.9751,chr11:46121641-46122141,Element132
chr11:46121994-46122013(+),0.7925,chr11:46121641-46122141,Element132
chr11:46122102-46122121(+),0.1605,chr11:46121641-46122141,Element132
chr11:46237711-46237730(+),0.9672,chr11:46237689-46238559,Element133
chr11:46237795-46237814(+),1.0,chr11:46237689-46238559,Element133
chr11:46237886-46237905(-),0.9305,chr11:46237689-46238559,Element133
chr11:46237950-46237969(+),0.9785,chr11:46237689-46238559,Element133
chr11:46238147-46238166(+),0.4487,chr11:46237689-46238559,Element133
chr11:46238239-46238258(+),0.9863,chr11:46237689-46238559,Element133
chr11:46238298-46238317(-),0.2549,chr11:46237689-46238559,Element133
chr11:46238476-46238495(-),0.9305,chr11:46237689-46238559,Element133
chr11:46243343-46243362(+),0.9333,chr11:46243257-46243757,Element134
chr11:46243360-46243379(-),0.8515,chr11:46243257-46243757,Element134
chr11:46243458-46243477(+),0.9858,chr11:46243257-46243757,Element134
chr11:46243522-46243541(-),0.9923,chr11:46243257-46243757,Element134
chr11:46243634-46243653(+),0.7925,chr11:46243257-46243757,Element134
chr11:46243701-46243720(-),0.9923,chr11:46243257-46243757,Element134
chr11:46243729-46243748(-),0.1605,chr11:46243257-46243757,Element134
chr11:47257631-47257650(-),0.9984,chr11:47257621-47258121,Element135
chr11:47257713-47257732(+),0.9305,chr11:47257621-47258121,Element135
chr11:47257724-47257743(+),0.9971,chr11:47257621-47258121,Element135
chr11:47257790-47257809(-),0.9516,chr11:47257621-47258121,Element135
chr11:47257875-47257894(-),0.9999,chr11:47257621-47258121,Element135
chr11:47258004-47258023(+),0.1559,chr11:47257621-47258121,Element135
chr11:47258033-47258052(-),0.8264,chr11:47257621-47258121,Element135
chr11:47258084-47258103(+),0.9984,chr11:47257621-47258121,Element135
chr11:47259312-47259331(-),0.2214,chr11:47259300-47259800,Element136
chr11:47259356-47259375(-),0.8515,chr11:47259300-47259800,Element136
chr11:47259562-47259581(-),0.9998,chr11:47259300-47259800,Element136
chr11:47259636-47259655(+),0.4637,chr11:47259300-47259800,Element136
chr11:47259675-47259694(+),0.9991,chr11:47259300-47259800,Element136
chr11:47259764-47259783(-),0.9998,chr11:47259300-47259800,Element136
chr11:47269350-47269369(-),0.0864,chr11:47269340-47269840,Element137
chr11:47269407-47269426(-),0.9305,chr11:47269340-47269840,Element137
chr11:47269507-47269526(+),0.9998,chr11:47269340-47269840,Element137
chr11:47269563-47269582(-),0.9998,chr11:47269340-47269840,Element137
chr11:47269674-47269693(-),0.9915,chr11:47269340-47269840,Element137
chr11:47269703-47269722(-),0.7767,chr11:47269340-47269840,Element137
chr11:47269741-47269760(-),0.8264,chr11:47269340-47269840,Element137
chr11:47269796-47269815(+),0.9991,chr11:47269340-47269840,Element137
chr11:47352566-47352585(-),0.2214,chr11:47352502-47353002,Element138
chr11:47352604-47352623(+),0.9751,chr11:47352502-47353002,Element138
chr11:47352714-47352733(+),0.0746,chr11:47352502-47353002,Element138
chr11:47352782-47352801(-),0.2214,chr11:47352502-47353002,Element138
chr11:47352832-47352851(+),0.9961,chr11:47352502-47353002,Element138
chr11:47352884-47352903(-),0.641,chr11:47352502-47353002,Element138
chr11:47352905-47352924(+),1.0,chr11:47352502-47353002,Element138
chr11:47352952-47352971(-),0.9961,chr11:47352502-47353002,Element138
chr11:47355244-47355263(+),0.9863,chr11:47355151-47355651,Element139
chr11:47355261-47355280(-),1.0,chr11:47355151-47355651,Element139
chr11:47355361-47355380(+),0.9516,chr11:47355151-47355651,Element139
chr11:47355402-47355421(-),0.4487,chr11:47355151-47355651,Element139
chr11:47355468-47355487(-),0.9672,chr11:47355151-47355651,Element139
chr11:47355508-47355527(+),0.9984,chr11:47355151-47355651,Element139
chr11:47355571-47355590(+),0.7198,chr11:47355151-47355651,Element139
chr11:47355601-47355620(-),0.9785,chr11:47355151-47355651,Element139
chr11:47400335-47400354(+),0.9672,chr11:47400303-47400803,Element140
chr11:47400375-47400394(-),0.2549,chr11:47400303-47400803,Element140
chr11:47400457-47400476(+),0.9991,chr11:47400303-47400803,Element140
chr11:47400540-47400559(+),0.9991,chr11:47400303-47400803,Element140
chr11:47400573-47400592(+),0.9949,chr11:47400303-47400803,Element140
chr11:47400683-47400702(+),0.9984,chr11:47400303-47400803,Element140
chr11:47400720-47400739(+),0.9516,chr11:47400303-47400803,Element140
chr11:47400761-47400780(+),0.9949,chr11:47400303-47400803,Element140
chr11:47408168-47408187(+),0.9915,chr11:47408112-47408612,Element141
chr11:47408219-47408238(-),0.9999,chr11:47408112-47408612,Element141
chr11:47408278-47408297(+),0.6569,chr11:47408112-47408612,Element141
chr11:47408314-47408333(-),0.9031,chr11:47408112-47408612,Element141
chr11:47408400-47408419(-),0.5193,chr11:47408112-47408612,Element141
chr11:47408430-47408449(+),0.9785,chr11:47408112-47408612,Element141
chr11:47408467-47408486(+),1.0,chr11:47408112-47408612,Element141
chr11:47408519-47408538(-),0.9984,chr11:47408112-47408612,Element141
chr11:47415997-47416016(+),0.9981,chr11:47415986-47416486,Element142
chr11:47416043-47416062(-),0.7217,chr11:47415986-47416486,Element142
chr11:47416197-47416216(+),0.9923,chr11:47415986-47416486,Element142
chr11:47416240-47416259(+),0.9981,chr11:47415986-47416486,Element142
chr11:47416303-47416322(+),0.9858,chr11:47415986-47416486,Element142
chr11:47416366-47416385(-),0.4637,chr11:47415986-47416486,Element142
chr11:47416390-47416409(+),0.2938,chr11:47415986-47416486,Element142
chr11:47426239-47426258(-),0.641,chr11:47426221-47426721,Element143
chr11:47426305-47426324(+),0.7217,chr11:47426221-47426721,Element143
chr11:47426321-47426340(-),0.8515,chr11:47426221-47426721,Element143
chr11:47426484-47426503(-),0.9999,chr11:47426221-47426721,Element143
chr11:47426546-47426565(-),0.9333,chr11:47426221-47426721,Element143
chr11:47426572-47426591(+),0.7925,chr11:47426221-47426721,Element143
chr11:47426652-47426671(+),0.8982,chr11:47426221-47426721,Element143
chr11:61618980-61618999(+),0.9915,chr11:61618952-61619452,Element144
chr11:61619067-61619086(-),0.7198,chr11:61618952-61619452,Element144
chr11:61619103-61619122(-),0.9984,chr11:61618952-61619452,Element144
chr11:61619173-61619192(-),0.9984,chr11:61618952-61619452,Element144
chr11:61619225-61619244(-),0.1175,chr11:61618952-61619452,Element144
chr11:61619259-61619278(-),0.8685,chr11:61618952-61619452,Element144
chr11:61619314-61619333(+),0.9999,chr11:61618952-61619452,Element144
chr11:61619410-61619429(-),0.9995,chr11:61618952-61619452,Element144
chr11:61626655-61626674(-),0.9305,chr11:61626641-61627141,Element145
chr11:61626731-61626750(+),0.7767,chr11:61626641-61627141,Element145
chr11:61626807-61626826(-),0.9516,chr11:61626641-61627141,Element145
chr11:61626846-61626865(-),0.9031,chr11:61626641-61627141,Element145
chr11:61626895-61626914(+),0.9031,chr11:61626641-61627141,Element145
chr11:61626941-61626960(+),0.8685,chr11:61626641-61627141,Element145
chr11:61627042-61627061(-),1.0,chr11:61626641-61627141,Element145
chr11:61627092-61627111(+),0.7767,chr11:61626641-61627141,Element145
chr11:61666973-61666992(+),0.9996,chr11:61666957-61667457,Element146
chr11:61667068-61667087(+),0.9923,chr11:61666957-61667457,Element146
chr11:61667155-61667174(-),0.1117,chr11:61666957-61667457,Element146
chr11:61667167-61667186(-),0.7217,chr11:61666957-61667457,Element146
