,distance_0,pval_0,distance_1,pval_1,distance_2,pval_2,distance_3,pval_3,distance_4,pval_4,distance_5,pval_5,distance_6,pval_6,distance_7,pval_7,distance_8,pval_8,distance_9,pval_9,distance_10,pval_10,distance_11,pval_11,distance_12,pval_12,distance_13,pval_13,distance_14,pval_14,distance_15,pval_15,distance_16,pval_16,distance_17,pval_17,distance_18,pval_18,distance_19,pval_19,pval_mean,pval_std,distance_mean,distance_std,pval_mean_log,distance_mean_log,region_name,source,is_enhancer
chr15:56733236-56733478,2.51318359375,0.059,2.414306640625,0.06,1.913330078125,0.15,2.9141845703125,0.028,1.75830078125,0.215,2.17333984375,0.098,1.758544921875,0.213,1.8359375,0.19,2.2200927734375,0.072,2.5750732421875,0.047,2.3212890625,0.072,2.3765869140625,0.068,2.667724609375,0.037,2.649169921875,0.036,2.4866943359375,0.044,1.6708984375,0.239,2.0902099609375,0.104,3.2509765625,0.011,2.8968505859375,0.031,3.222900390625,0.013,0.08935,0.07217834272061625,2.385479736328125,0.46957988771890996,1.0488568398924474,0.3775757317571305,ZNF280D_P1P2,TFPerturbSeq,False
chr12:6689064-6689469,36.20654296875,0.0,34.8489990234375,0.0,32.9571533203125,0.0,38.9508056640625,0.0,33.3408203125,0.0,33.731201171875,0.0,35.350830078125,0.0,33.4788818359375,0.0,36.9879150390625,0.0,33.571044921875,0.0,32.2088623046875,0.0,36.2239990234375,0.0,32.7872314453125,0.0,39.418212890625,0.0,33.10791015625,0.0,32.8265380859375,0.0,33.96142578125,0.0,41.8656005859375,0.0,38.2423095703125,0.0,38.6845703125,0.0,0.0,0.0,35.43754272460937,2.7581300156760173,5.0,1.549463599836302,ZNF384_P1P2,TFPerturbSeq,False
chr7:149126112-149126304,37.9212646484375,0.0,40.3006591796875,0.0,36.000732421875,0.0,31.891357421875,0.0,37.646484375,0.0,40.4342041015625,0.0,37.803955078125,0.0,36.81201171875,0.0,34.3023681640625,0.0,42.9693603515625,0.0,41.07373046875,0.0,37.174560546875,0.0,44.18310546875,0.0,32.4163818359375,0.0,37.2486572265625,0.0,37.6639404296875,0.0,38.5718994140625,0.0,32.1268310546875,0.0,36.0269775390625,0.0,34.6710205078125,0.0,0.0,0.0,37.36197509765625,3.358788224292255,5.0,1.5724298266410406,ZNF425_P1P2,TFPerturbSeq,False
chr1:23368188-23368316,29.668701171875,0.0,31.615966796875,0.0,29.7822265625,0.0,24.351806640625,0.0,29.7225341796875,0.0,32.720947265625,0.0,30.806396484375,0.0,30.9423828125,0.0,27.3326416015625,0.0,35.8897705078125,0.0,33.6588134765625,0.0,29.6243896484375,0.0,38.4549560546875,0.0,25.259521484375,0.0,32.9656982421875,0.0,31.18994140625,0.0,30.2894287109375,0.0,24.9627685546875,0.0,28.1773681640625,0.0,25.58935546875,0.0,0.0,0.0,30.15028076171875,3.6344334259296733,5.0,1.4792913606784075,ZNF436_P1,TFPerturbSeq,False
chr1:23369540-23369830,1.3748779296875,0.54,0.9383544921875,0.836,2.4222412109375,0.086,2.44775390625,0.089,1.5269775390625,0.435,1.15283203125,0.729,1.34619140625,0.55,1.9927978515625,0.18,1.8720703125,0.209,1.399658203125,0.465,1.3968505859375,0.492,1.2618408203125,0.568,1.725830078125,0.301,2.0726318359375,0.148,2.4305419921875,0.082,1.599365234375,0.405,1.4727783203125,0.447,2.29931640625,0.12,1.84130859375,0.221,1.9407958984375,0.213,0.3558,0.22310880045866696,1.725750732421875,0.4512761352999176,0.4487818502830396,0.23697806637829869,ZNF436_P2,TFPerturbSeq,False
chr19:57280484-57280693,18.8011474609375,0.0,19.2503662109375,0.0,15.9112548828125,0.0,22.6048583984375,0.0,18.8280029296875,0.0,16.683349609375,0.0,17.6402587890625,0.0,16.4910888671875,0.0,21.087158203125,0.0,17.6771240234375,0.0,17.92822265625,0.0,21.2442626953125,0.0,16.1763916015625,0.0,21.4423828125,0.0,14.5858154296875,0.0,16.2847900390625,0.0,18.5711669921875,0.0,23.7978515625,0.0,20.437744140625,0.0,20.456787109375,0.0,0.0,0.0,18.795001220703124,2.4689303484982226,5.0,1.2740423582565146,ZNF460_P1P2,TFPerturbSeq,False
chr19:51904785-51905005,8.15576171875,0.0,9.114990234375,0.0,9.620361328125,0.0,6.1556396484375,0.0,8.2142333984375,0.0,9.9019775390625,0.0,8.6849365234375,0.0,9.86865234375,0.0,7.1195068359375,0.0,10.9013671875,0.0,9.93115234375,0.0,7.879150390625,0.0,13.1302490234375,0.0,6.568359375,0.0,11.5274658203125,0.0,9.3031005859375,0.0,8.641845703125,0.0,5.920166015625,0.0,7.722900390625,0.0,7.1236572265625,0.0,0.0,0.0,8.774273681640626,1.8347356962709385,5.0,0.9432111765212428,ZNF649_P1P2,TFPerturbSeq,False
chr19:56120825-56121263,31.2451171875,0.0,29.0960693359375,0.0,29.3599853515625,0.0,36.8314208984375,0.0,30.3121337890625,0.0,28.2220458984375,0.0,29.6458740234375,0.0,30.392822265625,0.0,33.44287109375,0.0,27.81494140625,0.0,27.30908203125,0.0,31.3760986328125,0.0,26.3922119140625,0.0,36.0814208984375,0.0,28.0499267578125,0.0,27.9490966796875,0.0,29.705810546875,0.0,37.117431640625,0.0,34.0565185546875,0.0,34.302490234375,0.0,0.0,0.0,30.93516845703125,3.2845353732578495,5.0,1.490452485307043,ZNF787_P1P2,TFPerturbSeq,False
chr19:57888774-57888976,7.3642578125,0.0,8.6593017578125,0.0,7.624267578125,0.0,5.1649169921875,0.0,7.6773681640625,0.0,8.9312744140625,0.0,7.6058349609375,0.0,8.131591796875,0.0,6.0731201171875,0.0,10.3553466796875,0.0,9.2225341796875,0.0,7.4124755859375,0.0,11.9488525390625,0.0,5.60400390625,0.0,9.494384765625,0.0,7.940673828125,0.0,8.034912109375,0.0,4.9017333984375,0.001,7.1551513671875,0.0,6.041015625,0.0,5e-05,0.00022360679774997898,7.76715087890625,1.7456787352337293,4.221848749616356,0.8902617415186374,ZNF814_P1P2,TFPerturbSeq,False
chr16:3099047-3099236,35.573974609375,0.0,35.1090087890625,0.0,39.3409423828125,0.0,41.5963134765625,0.0,37.9598388671875,0.0,32.2000732421875,0.0,34.7403564453125,0.0,38.565673828125,0.0,39.0048828125,0.0,32.38720703125,0.0,35.1187744140625,0.0,37.390869140625,0.0,33.2279052734375,0.0,41.6644287109375,0.0,37.624755859375,0.0,35.95166015625,0.0,37.939453125,0.0,39.65869140625,0.0,36.7845458984375,0.0,39.189453125,0.0,0.0,0.0,37.0514404296875,2.742798838593605,5.0,1.5688050964855142,ZSCAN10_P1P2,TFPerturbSeq,False
chr16:3400663-3401000,3.114990234375,0.077,3.7664794921875,0.029,2.81298828125,0.156,2.5909423828125,0.164,3.0633544921875,0.094,4.0174560546875,0.026,2.8486328125,0.13,3.2183837890625,0.074,2.0687255859375,0.304,4.5999755859375,0.01,3.2113037109375,0.08,3.1837158203125,0.081,5.3228759765625,0.0,2.501953125,0.174,3.6158447265625,0.038,2.6383056640625,0.182,2.860595703125,0.122,2.818603515625,0.091,3.664306640625,0.035,2.6292724609375,0.157,0.1012,0.07413401804555683,3.227435302734375,0.7667044654860358,0.994776575141864,0.5088575451454056,ZSCAN32_P1P2,TFPerturbSeq,False
chr1:159899866-159900366,2.1666259765625,0.216,2.867919921875,0.059,2.496826171875,0.123,1.4940185546875,0.518,2.613525390625,0.093,3.0211181640625,0.054,2.5775146484375,0.111,2.5609130859375,0.113,1.7301025390625,0.339,3.8138427734375,0.01,3.5447998046875,0.028,2.2294921875,0.164,4.637939453125,0.004,1.3919677734375,0.594,2.8167724609375,0.079,2.3800048828125,0.138,2.6441650390625,0.096,1.3502197265625,0.653,2.3370361328125,0.15,2.0645751953125,0.209,0.18755000000000002,0.19048262111638536,2.536968994140625,0.8104985275556696,0.7268597759331882,0.4043151594740291,CFAP45,OpenTargets,False
chr17:9576376-9576876,0.7308349609375,0.942,1.21533203125,0.52,1.1676025390625,0.609,1.165771484375,0.603,1.1026611328125,0.709,1.070068359375,0.73,1.013671875,0.751,1.053955078125,0.737,1.00439453125,0.73,1.544189453125,0.311,1.3028564453125,0.479,1.1715087890625,0.605,2.134521484375,0.115,1.1236572265625,0.659,1.427734375,0.411,0.8739013671875,0.856,1.1292724609375,0.635,1.4395751953125,0.399,1.0556640625,0.665,1.1717529296875,0.602,0.6033999999999999,0.19118450718997518,1.1949462890625,0.28964370586666344,0.21938749676488833,0.07734838487578181,CFAP52,OpenTargets,False
chr18:50266245-50266745,1.5989990234375,0.355,1.708740234375,0.291,2.51806640625,0.081,0.8046875,0.924,1.6295166015625,0.373,2.2811279296875,0.097,1.63037109375,0.334,2.107177734375,0.14,0.9700927734375,0.82,2.7066650390625,0.052,2.45458984375,0.073,1.18603515625,0.636,3.6373291015625,0.01,0.888427734375,0.88,2.9736328125,0.044,2.0501708984375,0.172,1.8822021484375,0.222,0.721435546875,0.965,1.4261474609375,0.476,1.356689453125,0.526,0.37354999999999994,0.3190986442102851,1.826605224609375,0.7743873102675646,0.42763963326986,0.26164469551914754,CFAP53,OpenTargets,False
chr8:139702806-139703306,1.9403076171875,0.622,1.7926025390625,0.68,1.82275390625,0.695,2.703369140625,0.3,2.0205078125,0.596,2.2420654296875,0.502,1.98876953125,0.603,2.094482421875,0.575,2.2423095703125,0.482,2.1231689453125,0.548,2.0693359375,0.566,1.821533203125,0.662,2.7510986328125,0.274,2.3160400390625,0.446,2.5184326171875,0.367,1.45068359375,0.887,2.104248046875,0.556,2.042724609375,0.583,2.812255859375,0.264,2.7412109375,0.297,0.52525,0.16215972470311324,2.17989501953125,0.36710002728709473,0.27962567066217575,0.33843557913850403,KCNK9,OpenTargets,False
chr1:23344269-23344769,1.2198486328125,0.503,1.185791015625,0.47,1.418701171875,0.33,0.83837890625,0.806,1.137939453125,0.538,1.732177734375,0.186,1.522705078125,0.271,1.2808837890625,0.403,0.7847900390625,0.861,1.6737060546875,0.21,2.0340576171875,0.084,0.858642578125,0.77,2.142333984375,0.081,0.6300048828125,0.952,1.57958984375,0.246,1.4180908203125,0.313,1.345703125,0.335,1.1536865234375,0.484,1.2742919921875,0.431,1.3963623046875,0.33,0.43019999999999997,0.25013293307864587,1.33138427734375,0.39153342795204027,0.36631949888964427,0.12430342395171295,Element1,TF,True
chr1:23368034-23368534,1.431396484375,0.306,0.876220703125,0.779,2.325927734375,0.055,1.34814453125,0.384,1.3663330078125,0.372,1.8416748046875,0.128,1.731689453125,0.182,1.85302734375,0.125,1.2047119140625,0.46,1.6783447265625,0.194,1.9627685546875,0.104,0.7001953125,0.927,2.117919921875,0.063,1.179443359375,0.505,2.3690185546875,0.047,1.7271728515625,0.166,1.8638916015625,0.115,0.8565673828125,0.786,1.58154296875,0.224,1.688232421875,0.209,0.30655,0.2623812964691693,1.585211181640625,0.4656320852224342,0.5134845126015496,0.20008712706594656,Element2,TF,True
chr1:23368717-23369217,1.66015625,0.263,1.43408203125,0.369,1.6851806640625,0.241,1.3385009765625,0.438,1.266357421875,0.479,2.2178955078125,0.087,1.7752685546875,0.206,1.862548828125,0.165,1.4727783203125,0.347,2.305419921875,0.069,1.9317626953125,0.13,1.1744384765625,0.579,2.93310546875,0.02,1.27197265625,0.482,2.2945556640625,0.063,1.5897216796875,0.299,1.4058837890625,0.391,0.9383544921875,0.787,1.6007080078125,0.287,1.4898681640625,0.334,0.30179999999999996,0.19328751423176496,1.682427978515625,0.47147602752913176,0.5202663746569501,0.2259364819880087,Element3,TF,True
chr1:23370889-23371389,4.7137451171875,0.013,5.6265869140625,0.009,5.740966796875,0.004,3.8140869140625,0.053,5.217529296875,0.01,5.9774169921875,0.006,5.5435791015625,0.007,6.376708984375,0.0,4.5418701171875,0.011,7.6566162109375,0.0,6.045654296875,0.004,4.939453125,0.009,9.5994873046875,0.0,4.0330810546875,0.034,7.3916015625,0.0,5.34619140625,0.009,5.083251953125,0.013,3.7596435546875,0.05,4.7501220703125,0.016,3.9610595703125,0.047,0.014750000000000003,0.017010445707208697,5.5059326171875,1.4415947343228834,1.8309136425129773,0.7408308920985913,Element4,TF,True
chr1:23372015-23372515,1.1993408203125,0.579,0.6405029296875,0.981,2.0970458984375,0.134,1.220703125,0.555,0.9866943359375,0.774,1.3409423828125,0.511,1.393310546875,0.429,1.6539306640625,0.283,1.3658447265625,0.435,1.4915771484375,0.355,1.60791015625,0.272,0.7176513671875,0.942,2.1912841796875,0.093,1.0096435546875,0.764,2.2781982421875,0.086,1.5562744140625,0.337,1.285888671875,0.528,0.9283447265625,0.826,0.971435546875,0.77,0.9857177734375,0.781,0.52175,0.27694553426146523,1.346112060546875,0.45878536489291166,0.28252921853811824,0.12908121534960335,Element5,TF,True
chr1:23374194-23374694,4.472900390625,0.005,4.8394775390625,0.003,4.650390625,0.007,2.552490234375,0.089,4.3994140625,0.006,5.49609375,0.002,4.2791748046875,0.004,4.800048828125,0.003,3.1607666015625,0.032,6.746337890625,0.0,5.4678955078125,0.0,4.102294921875,0.01,7.484375,0.0,2.8785400390625,0.058,5.7181396484375,0.001,4.387451171875,0.005,4.457763671875,0.007,2.9068603515625,0.058,3.7945556640625,0.008,3.4134521484375,0.027,0.016250000000000004,0.024610385056548365,4.500421142578125,1.2619397279121305,1.7888794587419505,0.6532531562952902,Element6,TF,True
chr1:23394659-23395612,5.35986328125,0.003,5.4364013671875,0.009,6.1717529296875,0.002,3.435546875,0.059,5.1444091796875,0.004,6.3096923828125,0.001,5.4361572265625,0.001,5.84765625,0.002,3.916748046875,0.019,6.83056640625,0.001,6.4949951171875,0.002,4.361328125,0.007,8.023193359375,0.0,3.7938232421875,0.029,6.718017578125,0.002,5.8670654296875,0.001,5.8072509765625,0.003,2.638916015625,0.141,4.64990234375,0.01,4.378173828125,0.016,0.015600000000000003,0.03263578920207239,5.331072998046875,1.3137743448841896,1.8065970969375824,0.7268146293326727,Element7,TF,True
chr1:23403761-23404261,5.2264404296875,0.001,6.1920166015625,0.0,4.317626953125,0.004,3.6409912109375,0.004,4.8406982421875,0.002,5.815673828125,0.001,5.294189453125,0.0,5.1004638671875,0.002,4.5556640625,0.0,7.5400390625,0.0,6.409423828125,0.0,5.364013671875,0.001,8.6287841796875,0.0,3.5694580078125,0.01,5.864990234375,0.001,4.984130859375,0.001,5.0206298828125,0.001,3.9134521484375,0.003,4.77734375,0.001,3.864990234375,0.007,0.00195,0.0026051568293028265,5.246051025390625,1.26929881035202,2.707743928643524,0.7198325104132779,Element8,TF,True
chr1:23419184-23419684,4.4644775390625,0.004,4.9619140625,0.0,4.2196044921875,0.01,3.4493408203125,0.028,4.3018798828125,0.005,5.3072509765625,0.002,4.8807373046875,0.003,5.0037841796875,0.005,4.024658203125,0.01,6.607177734375,0.0,5.5955810546875,0.003,4.4296875,0.01,7.9967041015625,0.0,3.4417724609375,0.033,5.512451171875,0.001,4.5506591796875,0.006,4.5299072265625,0.004,3.3533935546875,0.025,4.573974609375,0.006,3.3961181640625,0.031,0.009300000000000001,0.010775703664897444,4.7300537109375,1.128896298396776,2.0310503190186573,0.6748660722877767,Element9,TF,True
chr1:23423494-23423994,3.6429443359375,0.008,4.2218017578125,0.005,3.8477783203125,0.001,2.4837646484375,0.038,3.463134765625,0.007,4.2513427734375,0.0,3.50146484375,0.006,4.0347900390625,0.002,2.8831787109375,0.016,5.4375,0.0,4.69287109375,0.003,3.4637451171875,0.01,6.6502685546875,0.0,2.408935546875,0.048,4.9373779296875,0.0,3.6597900390625,0.009,3.7989501953125,0.007,2.0037841796875,0.117,3.251708984375,0.01,2.609130859375,0.042,0.01645,0.02768521361000451,3.762213134765625,1.1031066068823887,1.783570169123749,0.5754433953160727,Element10,TF,True
chr1:23478988-23479488,3.6048583984375,0.004,4.2303466796875,0.005,4.6187744140625,0.001,2.418701171875,0.049,3.95263671875,0.005,4.37646484375,0.002,3.9346923828125,0.004,4.517578125,0.0,2.9825439453125,0.02,5.065673828125,0.001,4.9964599609375,0.001,3.243896484375,0.017,6.486572265625,0.0,2.8792724609375,0.031,5.221923828125,0.0,4.3011474609375,0.003,4.411865234375,0.001,1.851318359375,0.167,3.1085205078125,0.013,3.3056640625,0.012,0.016800000000000002,0.03749189386071552,3.975445556640625,1.083811814151065,1.7744322865605289,0.5993858102117022,Element11,TF,True
chr1:23484233-23484733,1.6651611328125,0.16,1.2664794921875,0.344,1.10546875,0.491,2.0526123046875,0.068,1.173095703125,0.469,1.6424560546875,0.174,1.1739501953125,0.454,1.20556640625,0.441,1.3387451171875,0.312,1.8028564453125,0.119,1.39111328125,0.269,1.365966796875,0.277,1.69091796875,0.141,1.5972900390625,0.193,1.1552734375,0.457,0.6998291015625,0.913,1.1397705078125,0.505,2.2728271484375,0.035,2.180419921875,0.055,2.1993408203125,0.057,0.2967000000000001,0.21794786918942458,1.50595703125,0.42882597051929455,0.5276678164346471,0.17781258052521248,Element12,TF,True
chr1:63367377-63367877,6.3731689453125,0.001,7.4715576171875,0.0,8.2822265625,0.0,5.0550537109375,0.0,7.14501953125,0.0,7.4619140625,0.0,6.9893798828125,0.0,7.9769287109375,0.0,5.9105224609375,0.001,8.507080078125,0.0,8.238525390625,0.0,6.0926513671875,0.0,10.7325439453125,0.0,5.457275390625,0.001,9.3363037109375,0.0,8.0081787109375,0.0,7.359130859375,0.0,4.2406005859375,0.001,6.17333984375,0.0,5.4796142578125,0.001,0.00025,0.00044426165831931924,7.11455078125,1.5611899316754678,3.585026652029182,0.8521474835653012,Element13,TF,True
chr1:92934609-92935109,1.3997802734375,0.515,1.5003662109375,0.427,1.2412109375,0.628,1.361572265625,0.513,1.4576416015625,0.458,1.810791015625,0.264,1.265380859375,0.609,1.477294921875,0.424,1.1025390625,0.761,1.921875,0.207,1.3199462890625,0.541,1.2977294921875,0.58,2.2158203125,0.116,1.438232421875,0.468,1.539794921875,0.402,1.2823486328125,0.615,0.838623046875,0.916,2.1707763671875,0.113,1.5811767578125,0.351,1.616455078125,0.357,0.46324999999999983,0.20118697116965867,1.4919677734375,0.3348843271360971,0.3341751971619091,0.1737594424600961,Element14,TF,True
chr1:92960292-92960792,6.3463134765625,0.002,7.45556640625,0.0,6.6331787109375,0.006,4.639404296875,0.013,6.8228759765625,0.0,7.742431640625,0.0,7.093017578125,0.001,7.650146484375,0.001,6.176025390625,0.001,9.2884521484375,0.0,7.721923828125,0.0,6.5767822265625,0.003,10.9111328125,0.0,4.7666015625,0.002,8.5426025390625,0.001,7.48388671875,0.0,6.13671875,0.0,5.4061279296875,0.001,6.0828857421875,0.002,4.6156005859375,0.009,0.0021000000000000003,0.0034320471104606143,6.904583740234375,1.5644206225468342,2.6757175447023074,0.8391375011958229,Element15,TF,True
chr1:92961310-92961810,1.7750244140625,0.082,1.47216796875,0.209,1.765869140625,0.089,1.2025146484375,0.342,0.9593505859375,0.573,1.849609375,0.099,1.3984375,0.22,1.60009765625,0.137,1.0362548828125,0.446,2.0020751953125,0.05,2.1795654296875,0.035,1.051513671875,0.466,2.548095703125,0.011,1.236328125,0.284,2.060302734375,0.058,1.3560791015625,0.233,1.9005126953125,0.072,1.083251953125,0.431,1.5128173828125,0.166,1.656494140625,0.119,0.2061,0.16574136478260337,1.582318115234375,0.43081603222897347,0.6859009367047157,0.1992938001492024,Element16,TF,True
chr1:93079025-93079525,5.103759765625,0.002,4.7408447265625,0.001,5.251220703125,0.001,6.931640625,0.0,5.4007568359375,0.002,4.1248779296875,0.01,4.03076171875,0.01,5.4368896484375,0.0,5.264892578125,0.001,4.3846435546875,0.001,4.5029296875,0.007,5.278076171875,0.002,4.7178955078125,0.002,6.8345947265625,0.0,4.493896484375,0.005,3.781005859375,0.021,5.456787109375,0.0,5.8665771484375,0.0,5.9571533203125,0.001,6.501953125,0.0,0.0033,0.0052224212976861905,5.203057861328125,0.8943279243724371,2.480172006224281,0.7162586555550401,Element17,TF,True
chr1:93100361-93100861,1.5147705078125,0.669,1.4503173828125,0.653,1.044677734375,0.937,1.4554443359375,0.701,1.4287109375,0.702,1.8544921875,0.452,1.3155517578125,0.783,1.4903564453125,0.68,1.491455078125,0.611,2.173828125,0.282,1.3140869140625,0.768,1.5166015625,0.603,2.4254150390625,0.189,1.267333984375,0.795,1.4593505859375,0.652,1.1072998046875,0.888,0.95849609375,0.951,1.9532470703125,0.37,1.6705322265625,0.546,1.5867919921875,0.563,0.6397499999999999,0.20188503111789563,1.52393798828125,0.35953280805339477,0.19398291699079362,0.18296729515633697,Element18,TF,True
chr1:93180133-93180633,3.171875,0.03,3.45361328125,0.019,4.1610107421875,0.006,2.2276611328125,0.146,2.8978271484375,0.05,3.8941650390625,0.015,3.4248046875,0.028,4.0869140625,0.01,2.574462890625,0.079,4.4241943359375,0.005,4.1307373046875,0.004,2.703125,0.078,6.058837890625,0.0,2.169921875,0.178,5.24755859375,0.003,3.8096923828125,0.015,3.4552001953125,0.018,1.3994140625,0.551,2.695068359375,0.058,2.162109375,0.171,0.07320000000000002,0.1256291953999631,3.40740966796875,1.122140764152412,1.1354295931465697,0.5324243513085546,Element19,TF,True
chr1:109370774-109371274,1.2568359375,0.653,1.4427490234375,0.512,0.953857421875,0.877,1.44970703125,0.492,1.1837158203125,0.678,1.5496826171875,0.429,1.3916015625,0.534,1.6907958984375,0.344,1.3758544921875,0.502,1.8326416015625,0.268,1.2012939453125,0.698,1.205322265625,0.662,2.5166015625,0.093,1.501708984375,0.453,1.8123779296875,0.283,1.134521484375,0.749,0.8172607421875,0.937,1.7918701171875,0.265,1.5804443359375,0.39,1.3330078125,0.592,0.5205500000000001,0.2155163872142783,1.451092529296875,0.37123292394908053,0.2835292062742007,0.16169510622258607,Element20,TimeDep,True
chr1:109383074-109383574,1.823974609375,0.194,1.6658935546875,0.257,2.4339599609375,0.054,1.626708984375,0.254,1.8289794921875,0.212,2.224853515625,0.093,1.43359375,0.377,2.5841064453125,0.047,1.724365234375,0.218,2.910888671875,0.024,1.9837646484375,0.11,1.6025390625,0.264,3.6041259765625,0.003,1.587890625,0.281,3.4014892578125,0.014,1.8504638671875,0.187,1.6004638671875,0.304,1.323486328125,0.439,1.8199462890625,0.189,1.7720947265625,0.211,0.1866,0.12184260770613695,2.040179443359375,0.6355674717300562,0.7290650871251418,0.30966836734427144,Element21,TimeDep,True
chr1:109392873-109393373,1.3016357421875,0.592,0.86767578125,0.894,0.859619140625,0.919,1.72607421875,0.325,0.9571533203125,0.878,1.2615966796875,0.628,0.8143310546875,0.926,1.108154296875,0.76,1.0352783203125,0.785,1.3341064453125,0.564,1.0338134765625,0.81,0.8831787109375,0.897,1.1256103515625,0.715,1.370361328125,0.541,1.0189208984375,0.828,0.5465087890625,0.999,1.093017578125,0.77,1.7374267578125,0.319,1.6416015625,0.37,1.9339599609375,0.205,0.68625,0.23368396900177185,1.182501220703125,0.3575275989428862,0.16351131407092018,0.07280159773488729,Element22,TimeDep,True
