,guide_chr,guide_start,guide_end,protospacer_target,transcript_target,closest_gene,closest_dist
3269,chr14,23286068,23286087,HOMEZ_+_23755273.23-P1P2-1,HOMEZ:P1P2,HOMEZ,55
3270,chr14,23286036,23286055,HOMEZ_+_23755273.23-P1P2-2,HOMEZ:P1P2,HOMEZ,87
3271,chr14,23286099,23286118,HOMEZ_+_23755304.23-P1P2-1,HOMEZ:P1P2,HOMEZ,24
3272,chr14,23286101,23286120,HOMEZ_+_23755304.23-P1P2-2,HOMEZ:P1P2,HOMEZ,22
3273,chr14,23285859,23285878,HOMEZ_-_23755088.23-P1P2-1,HOMEZ:P1P2,HOMEZ,264
3274,chr14,23285876,23285895,HOMEZ_-_23755088.23-P1P2-2,HOMEZ:P1P2,HOMEZ,247
3275,chr4,56655970,56655989,HOPX_+_57522132.23-P2-1,HOPX:P2,HOPX,538
3276,chr4,56655994,56656013,HOPX_+_57522132.23-P2-2,HOPX:P2,HOPX,514
3277,chr4,56680799,56680818,HOPX_+_57546961.23-P1-1,HOPX:P1,HOPX,488
3278,chr4,56681039,56681058,HOPX_+_57546961.23-P1-2,HOPX:P1,HOPX,248
3279,chr4,56655786,56655805,HOPX_-_57521972.23-P2-1,HOPX:P2,HOPX,722
3280,chr4,56655966,56655985,HOPX_-_57521972.23-P2-2,HOPX:P2,HOPX,542
3281,chr4,56655999,56656018,HOPX_-_57522185.23-P2-1,HOPX:P2,HOPX,509
3282,chr4,56655981,56656000,HOPX_-_57522185.23-P2-2,HOPX:P2,HOPX,527
3283,chr4,56681237,56681256,HOPX_-_57547423.23-P1-1,HOPX:P1,HOPX,50
3284,chr4,56681266,56681285,HOPX_-_57547423.23-P1-2,HOPX:P1,HOPX,21
3285,chr4,56681243,56681262,HOPX_-_57547429.23-P1-1,HOPX:P1,HOPX,44
3286,chr4,56681221,56681240,HOPX_-_57547429.23-P1-2,HOPX:P1,HOPX,66
3287,chr7,27174026,27174045,HOXA10_+_27213641.23-P1P2-1,HOXA10:P1P2,HOXA10,285
3288,chr7,27174278,27174297,HOXA10_+_27213641.23-P1P2-2,HOXA10:P1P2,HOXA10,33
3289,chr7,27174072,27174091,HOXA10_-_27213711.23-P1P2-1,HOXA10:P1P2,HOXA10,239
3290,chr7,27174293,27174312,HOXA10_-_27213711.23-P1P2-2,HOXA10:P1P2,HOXA10,18
3291,chr7,27174083,27174102,HOXA10_-_27213722.23-P1P2-1,HOXA10:P1P2,HOXA10,228
3292,chr7,27174080,27174099,HOXA10_-_27213722.23-P1P2-2,HOXA10:P1P2,HOXA10,231
3293,chr7,27185209,27185228,HOXA11_+_27224824.23-P1P2-1,HOXA11:P1P2,HOXA11,14
3294,chr7,27185169,27185188,HOXA11_+_27224824.23-P1P2-2,HOXA11:P1P2,HOXA11,54
3295,chr7,27184970,27184989,HOXA11_-_27224609.23-P1P2-1,HOXA11:P1P2,HOXA11,253
3296,chr7,27185158,27185177,HOXA11_-_27224609.23-P1P2-2,HOXA11:P1P2,HOXA11,65
3297,chr7,27185021,27185040,HOXA11_-_27224660.23-P1P2-1,HOXA11:P1P2,HOXA11,202
3298,chr7,27185197,27185216,HOXA11_-_27224660.23-P1P2-2,HOXA11:P1P2,HOXA11,26
3299,chr7,27199662,27199681,HOXA13_-_27239301.23-P1P2-1,HOXA13:P1P2,HOXA13,420
3300,chr7,27199720,27199739,HOXA13_-_27239301.23-P1P2-2,HOXA13:P1P2,HOXA13,362
3301,chr7,27200030,27200049,HOXA13_-_27239669.23-P1P2-1,HOXA13:P1P2,HOXA13,52
3302,chr7,27200013,27200032,HOXA13_-_27239669.23-P1P2-2,HOXA13:P1P2,HOXA13,69
3303,chr7,27200033,27200052,HOXA13_-_27239672.23-P1P2-1,HOXA13:P1P2,HOXA13,49
3304,chr7,27200017,27200036,HOXA13_-_27239672.23-P1P2-2,HOXA13:P1P2,HOXA13,65
3305,chr7,27095945,27095964,HOXA1_+_27135560.23-P1P2-1,HOXA1:P1P2,HOXA1,46
3306,chr7,27095656,27095675,HOXA1_+_27135560.23-P1P2-2,HOXA1:P1P2,HOXA1,335
3307,chr7,27095975,27095994,HOXA1_+_27135590.23-P1P2-1,HOXA1:P1P2,HOXA1,16
3308,chr7,27095773,27095792,HOXA1_+_27135590.23-P1P2-2,HOXA1:P1P2,HOXA1,218
3309,chr7,27095739,27095758,HOXA1_-_27135378.23-P1P2-1,HOXA1:P1P2,HOXA1,252
3310,chr7,27095749,27095768,HOXA1_-_27135378.23-P1P2-2,HOXA1:P1P2,HOXA1,242
3311,chr7,27102658,27102677,HOXA2_+_27142273.23-P1P2-1,HOXA2:P1P2,HOXA2,16
3312,chr7,27102571,27102590,HOXA2_+_27142273.23-P1P2-2,HOXA2:P1P2,HOXA2,103
3313,chr7,27102605,27102624,HOXA2_-_27142244.23-P1P2-1,HOXA2:P1P2,HOXA2,69
3314,chr7,27102335,27102354,HOXA2_-_27142244.23-P1P2-2,HOXA2:P1P2,HOXA2,339
3315,chr7,27102643,27102662,HOXA2_-_27142282.23-P1P2-1,HOXA2:P1P2,HOXA2,31
3316,chr7,27102197,27102216,HOXA2_-_27142282.23-P1P2-2,HOXA2:P1P2,HOXA2,477
3317,chr7,27113773,27113792,HOXA3_+_27153388.23-P2-1,HOXA3:P2,HOXA3,60
3318,chr7,27113825,27113844,HOXA3_+_27153388.23-P2-2,HOXA3:P2,HOXA3,8
3319,chr7,27113807,27113826,HOXA3_+_27153422.23-P2-1,HOXA3:P2,HOXA3,26
3320,chr7,27113585,27113604,HOXA3_+_27153422.23-P2-2,HOXA3:P2,HOXA3,248
3321,chr7,27152320,27152339,HOXA3_+_27191935.23-P1-1,HOXA3:P1,HOXA3,254
3322,chr7,27152515,27152534,HOXA3_+_27191935.23-P1-2,HOXA3:P1,HOXA3,59
3323,chr7,27113815,27113834,HOXA3_-_27153454.23-P2-1,HOXA3:P2,HOXA3,18
3324,chr7,27113820,27113839,HOXA3_-_27153454.23-P2-2,HOXA3:P2,HOXA3,13
3325,chr7,27152519,27152538,HOXA3_-_27192158.23-P1-1,HOXA3:P1,HOXA3,55
3326,chr7,27152505,27152524,HOXA3_-_27192158.23-P1-2,HOXA3:P1,HOXA3,69
3327,chr7,27152536,27152555,HOXA3_-_27192175.23-P1-1,HOXA3:P1,HOXA3,38
3328,chr7,27152494,27152513,HOXA3_-_27192175.23-P1-2,HOXA3:P1,HOXA3,80
3329,chr7,27129987,27130006,HOXA4_-_27169626.23-P1P2-1,HOXA4:P1P2,HOXA4,761
3330,chr7,27130654,27130673,HOXA4_-_27169626.23-P1P2-2,HOXA4:P1P2,HOXA4,94
3331,chr7,27130501,27130520,HOXA4_-_27170140.23-P1P2-1,HOXA4:P1P2,HOXA4,247
3332,chr7,27130658,27130677,HOXA4_-_27170140.23-P1P2-2,HOXA4:P1P2,HOXA4,90
3333,chr7,27130662,27130681,HOXA4_-_27170301.23-P1P2-1,HOXA4:P1P2,HOXA4,86
3334,chr7,27130508,27130527,HOXA4_-_27170301.23-P1P2-2,HOXA4:P1P2,HOXA4,240
3335,chr7,27143459,27143478,HOXA5_+_27183074.23-P1P2-1,HOXA5:P1P2,HOXA5,213
3336,chr7,27143416,27143435,HOXA5_+_27183074.23-P1P2-2,HOXA5:P1P2,HOXA5,256
3337,chr7,27143474,27143493,HOXA5_+_27183089.23-P1P2-1,HOXA5:P1P2,HOXA5,198
3338,chr7,27143401,27143420,HOXA5_+_27183089.23-P1P2-2,HOXA5:P1P2,HOXA5,271
3339,chr7,27143483,27143502,HOXA5_+_27183098.23-P1P2-1,HOXA5:P1P2,HOXA5,189
3340,chr7,27143454,27143473,HOXA5_+_27183098.23-P1P2-2,HOXA5:P1P2,HOXA5,218
3341,chr7,27150873,27150892,HOXA6_+_27190488.23-P1P2-1,HOXA6:P1P2,HOXA6,3108
3342,chr7,27150761,27150780,HOXA6_+_27190488.23-P1P2-2,HOXA6:P1P2,HOXA6,2996
3343,chr7,27150721,27150740,HOXA6_-_27190360.23-P1P2-1,HOXA6:P1P2,HOXA6,2956
3344,chr7,27150883,27150902,HOXA6_-_27190360.23-P1P2-2,HOXA6:P1P2,HOXA6,3118
3345,chr7,27150943,27150962,HOXA6_-_27190582.23-P1P2-1,HOXA6:P1P2,HOXA6,3178
3346,chr7,27150876,27150895,HOXA6_-_27190582.23-P1P2-2,HOXA6:P1P2,HOXA6,3111
3347,chr7,27156422,27156441,HOXA7_+_27196037.23-P1P2-1,HOXA7:P1P2,HOXA7,244
3348,chr7,27156376,27156395,HOXA7_+_27196037.23-P1P2-2,HOXA7:P1P2,HOXA7,290
3349,chr7,27156627,27156646,HOXA7_+_27196242.23-P1P2-1,HOXA7:P1P2,HOXA7,39
3350,chr7,27156647,27156666,HOXA7_+_27196242.23-P1P2-2,HOXA7:P1P2,HOXA7,19
3351,chr7,27156688,27156707,HOXA7_+_27196303.23-P1P2-1,HOXA7:P1P2,HOXA7,22
3352,chr7,27156333,27156352,HOXA7_+_27196303.23-P1P2-2,HOXA7:P1P2,HOXA7,333
3353,chr7,27165457,27165476,HOXA9_+_27205072.23-P1P2-1,HOXA9:P1P2,HOXA9,71
3354,chr7,27165445,27165464,HOXA9_+_27205072.23-P1P2-2,HOXA9:P1P2,HOXA9,83
3355,chr7,27165494,27165513,HOXA9_+_27205109.23-P1P2-1,HOXA9:P1P2,HOXA9,34
3356,chr7,27165484,27165503,HOXA9_+_27205109.23-P1P2-2,HOXA9:P1P2,HOXA9,44
3357,chr7,27165269,27165288,HOXA9_-_27204908.23-P1P2-1,HOXA9:P1P2,HOXA9,259
3358,chr7,27165526,27165545,HOXA9_-_27204908.23-P1P2-2,HOXA9:P1P2,HOXA9,2
3359,chr17,48728661,48728680,HOXB13_+_46806019.23-P1P2-1,HOXB13:P1P2,HOXB13,80
3360,chr17,48728263,48728282,HOXB13_+_46806019.23-P1P2-2,HOXB13:P1P2,HOXB13,478
3361,chr17,48728455,48728474,HOXB13_-_46805837.23-P1P2-1,HOXB13:P1P2,HOXB13,286
3362,chr17,48728604,48728623,HOXB13_-_46805837.23-P1P2-2,HOXB13:P1P2,HOXB13,137
3363,chr17,48728620,48728639,HOXB13_-_46806002.23-P1P2-1,HOXB13:P1P2,HOXB13,121
3364,chr17,48728468,48728487,HOXB13_-_46806002.23-P1P2-2,HOXB13:P1P2,HOXB13,273
3365,chr17,48530957,48530976,HOXB1_+_46608315.23-P1P2-1,HOXB1:P1P2,HOXB1,45
3366,chr17,48530969,48530988,HOXB1_+_46608315.23-P1P2-2,HOXB1:P1P2,HOXB1,33
3367,chr17,48530907,48530926,HOXB1_-_46608289.23-P1P2-1,HOXB1:P1P2,HOXB1,95
3368,chr17,48530965,48530984,HOXB1_-_46608289.23-P1P2-2,HOXB1:P1P2,HOXB1,37
3369,chr17,48530919,48530938,HOXB1_-_46608301.23-P1P2-1,HOXB1:P1P2,HOXB1,83
3370,chr17,48531001,48531020,HOXB1_-_46608301.23-P1P2-2,HOXB1:P1P2,HOXB1,1
3371,chr17,48545788,48545807,HOXB2_+_46623146.23-P1P2-1,HOXB2:P1P2,HOXB2,688
3372,chr17,48546003,48546022,HOXB2_+_46623146.23-P1P2-2,HOXB2:P1P2,HOXB2,903
3373,chr17,48544616,48544635,HOXB2_-_46621998.23-P1P2-1,HOXB2:P1P2,HOXB2,35
3374,chr17,48544690,48544709,HOXB2_-_46621998.23-P1P2-2,HOXB2:P1P2,HOXB2,109
3375,chr17,48544676,48544695,HOXB2_-_46622058.23-P1P2-1,HOXB2:P1P2,HOXB2,95
3376,chr17,48544532,48544551,HOXB2_-_46622058.23-P1P2-2,HOXB2:P1P2,HOXB2,49
3377,chr17,48590217,48590236,HOXB3_+_46667575.23-P1P2-1,HOXB3:P1P2,HOXB3,15
3378,chr17,48590148,48590167,HOXB3_+_46667575.23-P1P2-2,HOXB3:P1P2,HOXB3,84
3379,chr17,48589980,48589999,HOXB3_-_46667362.23-P1P2-1,HOXB3:P1P2,HOXB3,252
3380,chr17,48590026,48590045,HOXB3_-_46667362.23-P1P2-2,HOXB3:P1P2,HOXB3,206
3381,chr17,48590141,48590160,HOXB3_-_46667523.23-P1P2-1,HOXB3:P1P2,HOXB3,91
3382,chr17,48590180,48590199,HOXB3_-_46667523.23-P1P2-2,HOXB3:P1P2,HOXB3,52
3383,chr17,48578194,48578213,HOXB4_+_46655552.23-P1P2-1,HOXB4:P1P2,HOXB4,147
3384,chr17,48577853,48577872,HOXB4_+_46655552.23-P1P2-2,HOXB4:P1P2,HOXB4,488
3385,chr17,48578368,48578387,HOXB4_+_46655726.23-P1P2-1,HOXB4:P1P2,HOXB4,27
3386,chr17,48578196,48578215,HOXB4_+_46655726.23-P1P2-2,HOXB4:P1P2,HOXB4,145
3387,chr17,48578433,48578452,HOXB4_+_46655791.23-P1P2-1,HOXB4:P1P2,HOXB4,92
3388,chr17,48578204,48578223,HOXB4_+_46655791.23-P1P2-2,HOXB4:P1P2,HOXB4,137
3389,chr17,48593384,48593403,HOXB5_-_46670766.23-P1P2-1,HOXB5:P1P2,HOXB5,386
3390,chr17,48593486,48593505,HOXB5_-_46670766.23-P1P2-2,HOXB5:P1P2,HOXB5,284
3391,chr17,48593470,48593489,HOXB5_-_46670852.23-P1P2-1,HOXB5:P1P2,HOXB5,300
3392,chr17,48593534,48593553,HOXB5_-_46670852.23-P1P2-2,HOXB5:P1P2,HOXB5,236
3393,chr17,48593679,48593698,HOXB5_-_46671061.23-P1P2-1,HOXB5:P1P2,HOXB5,91
3394,chr17,48593315,48593334,HOXB5_-_46671061.23-P1P2-2,HOXB5:P1P2,HOXB5,455
3395,chr17,48598175,48598194,HOXB6_+_46675533.23-P2-1,HOXB6:P2,HOXB6,6802
3396,chr17,48597999,48598018,HOXB6_+_46675533.23-P2-2,HOXB6:P2,HOXB6,6978
3397,chr17,48598186,48598205,HOXB6_+_46675544.23-P2-1,HOXB6:P2,HOXB6,6791
3398,chr17,48598136,48598155,HOXB6_+_46675544.23-P2-2,HOXB6:P2,HOXB6,6841
3399,chr17,48604939,48604958,HOXB6_+_46682297.23-P1-1,HOXB6:P1,HOXB6,38
3400,chr17,48604963,48604982,HOXB6_+_46682297.23-P1-2,HOXB6:P1,HOXB6,14
3401,chr17,48604959,48604978,HOXB6_+_46682317.23-P1-1,HOXB6:P1,HOXB6,18
3402,chr17,48604687,48604706,HOXB6_+_46682317.23-P1-2,HOXB6:P1,HOXB6,290
3403,chr17,48597963,48597982,HOXB6_-_46675345.23-P2-1,HOXB6:P2,HOXB6,7014
3404,chr17,48598100,48598119,HOXB6_-_46675345.23-P2-2,HOXB6:P2,HOXB6,6877
3405,chr17,48604949,48604968,HOXB6_-_46682331.23-P1-1,HOXB6:P1,HOXB6,28
3406,chr17,48604944,48604963,HOXB6_-_46682331.23-P1-2,HOXB6:P1,HOXB6,33
3407,chr17,48610567,48610586,HOXB7_+_46687925.23-P1P2-1,HOXB7:P1P2,HOXB7,441
3408,chr17,48610786,48610805,HOXB7_+_46687925.23-P1P2-2,HOXB7:P1P2,HOXB7,222
3409,chr17,48610579,48610598,HOXB7_+_46687937.23-P1P2-1,HOXB7:P1P2,HOXB7,429
3410,chr17,48610920,48610939,HOXB7_+_46687937.23-P1P2-2,HOXB7:P1P2,HOXB7,88
3411,chr17,48610608,48610627,HOXB7_-_46687990.23-P1P2-1,HOXB7:P1P2,HOXB7,400
3412,chr17,48610743,48610762,HOXB7_-_46687990.23-P1P2-2,HOXB7:P1P2,HOXB7,265
3413,chr17,48613218,48613237,HOXB8_+_46690576.23-P1-1,HOXB8:P1,HOXB8,2065
3414,chr17,48613233,48613252,HOXB8_+_46690576.23-P1-2,HOXB8:P1,HOXB8,2050
3415,chr17,48613246,48613265,HOXB8_+_46690604.23-P1-1,HOXB8:P1,HOXB8,2037
3416,chr17,48613466,48613485,HOXB8_+_46690604.23-P1-2,HOXB8:P1,HOXB8,1817
3417,chr17,48615034,48615053,HOXB8_+_46692392.23-P2-1,HOXB8:P2,HOXB8,249
3418,chr17,48615031,48615050,HOXB8_+_46692392.23-P2-2,HOXB8:P2,HOXB8,252
3419,chr17,48613408,48613427,HOXB8_-_46690790.23-P1-1,HOXB8:P1,HOXB8,1875
3420,chr17,48613418,48613437,HOXB8_-_46690790.23-P1-2,HOXB8:P1,HOXB8,1865
3421,chr17,48614731,48614750,HOXB8_-_46692113.23-P2-1,HOXB8:P2,HOXB8,552
3422,chr17,48614728,48614747,HOXB8_-_46692113.23-P2-2,HOXB8:P2,HOXB8,555
3423,chr17,48614822,48614841,HOXB8_-_46692204.23-P2-1,HOXB8:P2,HOXB8,461
3424,chr17,48615022,48615041,HOXB8_-_46692204.23-P2-2,HOXB8:P2,HOXB8,261
3425,chr17,48626355,48626374,HOXB9_+_46703713.23-P1P2-1,HOXB9:P1P2,HOXB9,6
3426,chr17,48626314,48626333,HOXB9_+_46703713.23-P1P2-2,HOXB9:P1P2,HOXB9,35
3427,chr17,48626278,48626297,HOXB9_-_46703660.23-P1P2-1,HOXB9:P1P2,HOXB9,71
3428,chr17,48626298,48626317,HOXB9_-_46703660.23-P1P2-2,HOXB9:P1P2,HOXB9,51
3429,chr17,48626334,48626353,HOXB9_-_46703716.23-P1P2-1,HOXB9:P1P2,HOXB9,15
3430,chr17,48626080,48626099,HOXB9_-_46703716.23-P1P2-2,HOXB9:P1P2,HOXB9,269
3431,chr12,53985223,53985242,HOXC10_+_54379003.23-P1P2-1,HOXC10:P1P2,HOXC10,86
3432,chr12,53985220,53985239,HOXC10_+_54379003.23-P1P2-2,HOXC10:P1P2,HOXC10,83
3433,chr12,53985176,53985195,HOXC10_-_54378980.23-P1P2-1,HOXC10:P1P2,HOXC10,39
3434,chr12,53985375,53985394,HOXC10_-_54378980.23-P1P2-2,HOXC10:P1P2,HOXC10,238
3435,chr12,53985414,53985433,HOXC10_-_54379218.23-P1P2-1,HOXC10:P1P2,HOXC10,277
3436,chr12,53985407,53985426,HOXC10_-_54379218.23-P1P2-2,HOXC10:P1P2,HOXC10,270
3437,chr12,53973368,53973387,HOXC11_+_54367148.23-P1P2-1,HOXC11:P1P2,HOXC11,251
3438,chr12,53973262,53973281,HOXC11_+_54367148.23-P1P2-2,HOXC11:P1P2,HOXC11,145
3439,chr12,53973423,53973442,HOXC11_+_54367203.23-P1P2-1,HOXC11:P1P2,HOXC11,306
3440,chr12,53973243,53973262,HOXC11_+_54367203.23-P1P2-2,HOXC11:P1P2,HOXC11,126
3441,chr12,53973447,53973466,HOXC11_-_54367251.23-P1P2-1,HOXC11:P1P2,HOXC11,330
3442,chr12,53973276,53973295,HOXC11_-_54367251.23-P1P2-2,HOXC11:P1P2,HOXC11,159
3443,chr12,53954958,53954977,HOXC12_+_54348738.23-P1P2-1,HOXC12:P1P2,HOXC12,64
3444,chr12,53954970,53954989,HOXC12_+_54348738.23-P1P2-2,HOXC12:P1P2,HOXC12,76
3445,chr12,53955160,53955179,HOXC12_+_54348940.23-P1P2-1,HOXC12:P1P2,HOXC12,266
3446,chr12,53954897,53954916,HOXC12_+_54348940.23-P1P2-2,HOXC12:P1P2,HOXC12,3
3447,chr12,53954913,53954932,HOXC12_-_54348717.23-P1P2-1,HOXC12:P1P2,HOXC12,19
3448,chr12,53955131,53955150,HOXC12_-_54348717.23-P1P2-2,HOXC12:P1P2,HOXC12,237
3449,chr12,53938853,53938872,HOXC13_+_54332633.23-P1P2-1,HOXC13:P1P2,HOXC13,31
3450,chr12,53938866,53938885,HOXC13_+_54332633.23-P1P2-2,HOXC13:P1P2,HOXC13,44
3451,chr12,53939067,53939086,HOXC13_-_54332871.23-P1P2-1,HOXC13:P1P2,HOXC13,245
3452,chr12,53939278,53939297,HOXC13_-_54332871.23-P1P2-2,HOXC13:P1P2,HOXC13,456
3453,chr12,53939265,53939284,HOXC13_-_54333069.23-P1P2-1,HOXC13:P1P2,HOXC13,443
3454,chr12,53938848,53938867,HOXC13_-_54333069.23-P1P2-2,HOXC13:P1P2,HOXC13,26
3455,chr12,54054229,54054248,HOXC4_+_54448009.23-ENST00000430889.2-1,HOXC4:ENST00000430889.2,HOXC4,403
3456,chr12,54054290,54054309,HOXC4_+_54448009.23-ENST00000430889.2-2,HOXC4:ENST00000430889.2,HOXC4,464
3457,chr12,54054468,54054487,HOXC4_+_54448248.23-ENST00000430889.2-1,HOXC4:ENST00000430889.2,HOXC4,642
3458,chr12,54053844,54053863,HOXC4_+_54448248.23-ENST00000430889.2-2,HOXC4:ENST00000430889.2,HOXC4,18
3459,chr12,54053843,54053862,HOXC4_-_54447647.23-ENST00000430889.2-1,HOXC4:ENST00000430889.2,HOXC4,17
3460,chr12,54053840,54053859,HOXC4_-_54447647.23-ENST00000430889.2-2,HOXC4:ENST00000430889.2,HOXC4,14
3461,chr12,54016904,54016923,HOXC5_+_54410684.23-P1P2-1,HOXC5:P1P2,HOXC5,25
3462,chr12,54016889,54016908,HOXC5_+_54410684.23-P1P2-2,HOXC5:P1P2,HOXC5,10
3463,chr12,54016939,54016958,HOXC5_+_54410719.23-P1P2-1,HOXC5:P1P2,HOXC5,60
3464,chr12,54016935,54016954,HOXC5_+_54410719.23-P1P2-2,HOXC5:P1P2,HOXC5,56
3465,chr12,54017313,54017332,HOXC5_-_54411117.23-P1P2-1,HOXC5:P1P2,HOXC5,434
3466,chr12,54017326,54017345,HOXC5_-_54411117.23-P1P2-2,HOXC5:P1P2,HOXC5,447
3467,chr12,54016901,54016920,HOXC6_+_54410681.23-P1P2-1,HOXC6:P1P2,HOXC6,22
3468,chr12,54017023,54017042,HOXC6_+_54410681.23-P1P2-2,HOXC6:P1P2,HOXC6,144
3469,chr12,54016935,54016954,HOXC6_+_54410715.23-P1P2-1,HOXC6:P1P2,HOXC6,56
3470,chr12,54016889,54016908,HOXC6_+_54410715.23-P1P2-2,HOXC6:P1P2,HOXC6,10
3471,chr12,54016939,54016958,HOXC6_+_54410719.23-P1P2-1,HOXC6:P1P2,HOXC6,60
3472,chr12,54016904,54016923,HOXC6_+_54410719.23-P1P2-2,HOXC6:P1P2,HOXC6,25
3473,chr12,54009010,54009029,HOXC8_+_54402790.23-P1P2-1,HOXC8:P1P2,HOXC8,34
3474,chr12,54009001,54009020,HOXC8_+_54402790.23-P1P2-2,HOXC8:P1P2,HOXC8,25
3475,chr12,54009087,54009106,HOXC8_+_54402867.23-P1P2-1,HOXC8:P1P2,HOXC8,111
3476,chr12,54008945,54008964,HOXC8_+_54402867.23-P1P2-2,HOXC8:P1P2,HOXC8,31
3477,chr12,54008955,54008974,HOXC8_-_54402759.23-P1P2-1,HOXC8:P1P2,HOXC8,21
3478,chr12,54009234,54009253,HOXC8_-_54402759.23-P1P2-2,HOXC8:P1P2,HOXC8,258
3479,chr12,54000184,54000203,HOXC9_+_54393964.23-P1P2-1,HOXC9:P1P2,HOXC9,32
3480,chr12,54000412,54000431,HOXC9_+_54393964.23-P1P2-2,HOXC9:P1P2,HOXC9,260
3481,chr12,54000346,54000365,HOXC9_+_54394126.23-P1P2-1,HOXC9:P1P2,HOXC9,194
3482,chr12,54000324,54000343,HOXC9_+_54394126.23-P1P2-2,HOXC9:P1P2,HOXC9,172
3483,chr12,54000399,54000418,HOXC9_+_54394179.23-P1P2-1,HOXC9:P1P2,HOXC9,247
3484,chr12,54000542,54000561,HOXC9_+_54394179.23-P1P2-2,HOXC9:P1P2,HOXC9,390
3485,chr2,176108803,176108822,HOXD10_+_176973527.23-P1-1,HOXD10:P1,HOXD10,7966
3486,chr2,176108823,176108842,HOXD10_+_176973527.23-P1-2,HOXD10:P1,HOXD10,7946
3487,chr2,176117053,176117072,HOXD10_+_176981777.23-P2-1,HOXD10:P2,HOXD10,284
3488,chr2,176117220,176117239,HOXD10_+_176981777.23-P2-2,HOXD10:P2,HOXD10,451
3489,chr2,176117241,176117260,HOXD10_+_176981965.23-P2-1,HOXD10:P2,HOXD10,472
3490,chr2,176116780,176116799,HOXD10_+_176981965.23-P2-2,HOXD10:P2,HOXD10,11
3491,chr2,176117265,176117284,HOXD10_+_176981989.23-P2-1,HOXD10:P2,HOXD10,496
3492,chr2,176116945,176116964,HOXD10_+_176981989.23-P2-2,HOXD10:P2,HOXD10,176
3493,chr2,176108789,176108808,HOXD10_-_176973537.23-P1-1,HOXD10:P1,HOXD10,7980
3494,chr2,176108887,176108906,HOXD10_-_176973537.23-P1-2,HOXD10:P1,HOXD10,7882
3495,chr2,176108814,176108833,HOXD10_-_176973562.23-P1-1,HOXD10:P1,HOXD10,7955
3496,chr2,176108768,176108787,HOXD10_-_176973562.23-P1-2,HOXD10:P1,HOXD10,8001
3497,chr2,176104549,176104568,HOXD11_+_176969273.23-P1P2-1,HOXD11:P1P2,HOXD11,2722
3498,chr2,176104538,176104557,HOXD11_+_176969273.23-P1P2-2,HOXD11:P1P2,HOXD11,2733
3499,chr2,176104569,176104588,HOXD11_+_176969293.23-P1P2-1,HOXD11:P1P2,HOXD11,2702
3500,chr2,176104583,176104602,HOXD11_+_176969293.23-P1P2-2,HOXD11:P1P2,HOXD11,2688
3501,chr2,176104934,176104953,HOXD11_+_176969658.23-P1P2-1,HOXD11:P1P2,HOXD11,2337
3502,chr2,176104562,176104581,HOXD11_+_176969658.23-P1P2-2,HOXD11:P1P2,HOXD11,2709
3503,chr2,176099808,176099827,HOXD12_-_176964556.23-P1P2-1,HOXD12:P1P2,HOXD12,22
3504,chr2,176099924,176099943,HOXD12_-_176964556.23-P1P2-2,HOXD12:P1P2,HOXD12,138
3505,chr2,176099818,176099837,HOXD12_-_176964566.23-P1P2-1,HOXD12:P1P2,HOXD12,32
3506,chr2,176100163,176100182,HOXD12_-_176964566.23-P1P2-2,HOXD12:P1P2,HOXD12,377
3507,chr2,176099992,176100011,HOXD12_-_176964740.23-P1P2-1,HOXD12:P1P2,HOXD12,206
3508,chr2,176100001,176100020,HOXD12_-_176964740.23-P1P2-2,HOXD12:P1P2,HOXD12,215
3509,chr2,176093013,176093032,HOXD13_+_176957737.23-P1P2-1,HOXD13:P1P2,HOXD13,301
3510,chr2,176092704,176092723,HOXD13_+_176957737.23-P1P2-2,HOXD13:P1P2,HOXD13,8
3511,chr2,176093121,176093140,HOXD13_+_176957845.23-P1P2-1,HOXD13:P1P2,HOXD13,409
3512,chr2,176092839,176092858,HOXD13_+_176957845.23-P1P2-2,HOXD13:P1P2,HOXD13,127
3513,chr2,176092902,176092921,HOXD13_-_176957650.23-P1P2-1,HOXD13:P1P2,HOXD13,190
3514,chr2,176092790,176092809,HOXD13_-_176957650.23-P1P2-2,HOXD13:P1P2,HOXD13,78
3515,chr2,176188658,176188677,HOXD1_-_177053406.23-P1P2-1,HOXD1:P1P2,HOXD1,1
3516,chr2,176188888,176188907,HOXD1_-_177053406.23-P1P2-2,HOXD1:P1P2,HOXD1,229
3517,chr2,176188682,176188701,HOXD1_-_177053430.23-P1P2-1,HOXD1:P1P2,HOXD1,23
3518,chr2,176188686,176188705,HOXD1_-_177053430.23-P1P2-2,HOXD1:P1P2,HOXD1,27
3519,chr2,176188706,176188725,HOXD1_-_177053454.23-P1P2-1,HOXD1:P1P2,HOXD1,47
3520,chr2,176188664,176188683,HOXD1_-_177053454.23-P1P2-2,HOXD1:P1P2,HOXD1,5
3521,chr2,176136647,176136666,HOXD3_+_177001371.23-P1P2-1,HOXD3:P1P2,HOXD3,15873
3522,chr2,176136581,176136600,HOXD3_+_177001371.23-P1P2-2,HOXD3:P1P2,HOXD3,15939
3523,chr2,176136654,176136673,HOXD3_+_177001378.23-P1P2-1,HOXD3:P1P2,HOXD3,15866
3524,chr2,176136821,176136840,HOXD3_+_177001378.23-P1P2-2,HOXD3:P1P2,HOXD3,15699
